ticker,Cotacao,P/L,P/VP,PSR,DY,P/Ativo,P/Cap.Giro,P/EBIT,P/ACL,EV/EBIT,EV/EBITDA,Mrg.Ebit,Mrg.Liq.,Liq.Corr.,ROIC,ROE,LPA,Liq.2meses,Pat.Liq,Div.Brut/Pat.,Cresc.5anos,avg_return,volatility,cumulative_return,sharpe_ratio,Earn. Yield
MDIA3,20.37,8.51,0.88,0.694,1.18%,0.544,1.9,6.55,5.84,6.59,4.9,10.60%,8.16%,2.52,11.35%,10.34%,2.393654524089307,8.51,7849490000.0,0.27,10.75%,-0.1253953995220039,0.02418190946782,-0.5531583504963618,-0.3509357277570343,11.750881316098708
ECOR3,4.3,3.4,0.86,0.307,4.52%,0.104,-2.65,0.85,-0.15,5.17,4.1,36.21%,9.29%,0.83,14.89%,25.13%,1.2647058823529411,3.4,3499960000.0,5.71,26.54%,-0.1270921784891175,0.0301109582365481,-0.5583451330826961,-0.200809670102193,29.411764705882355
MELK3,3.53,8.75,0.6,0.717,11.34%,0.289,0.55,7.71,0.82,5.92,5.66,9.30%,14.53%,2.76,4.78%,6.90%,0.4034285714285714,8.75,1206090000.0,0.29,12.16%,-0.1295781531158885,0.0257970330719078,-0.5658536554162955,-0.45773813250145,11.428571428571429
CEAB3,8.06,6.78,0.78,0.337,4.28%,0.283,2.82,2.98,-1.66,3.32,1.78,11.29%,4.96%,1.27,14.49%,11.51%,1.1887905604719764,6.78,3180770000.0,0.45,15.36%,-0.1300351251144929,0.0429642883837478,-0.5672222243414996,-0.0059632754324883,14.749262536873156
USIM3,5.11,7.02,0.27,0.245,5.04%,0.162,0.52,40.56,1.53,43.84,5.09,0.60%,4.18%,3.72,0.51%,3.82%,0.727920227920228,7.02,23848200000.0,0.27,11.56%,-0.1308387592368963,0.0284784047907427,-0.5696202750670264,-0.2488133337179172,14.245014245014245
DESK3,10.5,13.0,0.91,1.104,0.40%,0.306,1.85,3.47,-0.86,5.94,3.76,31.85%,9.79%,2.19,11.90%,7.03%,0.8076923076923077,13.0,1328380000.0,1.37,31.45%,-0.1315358786801155,0.0349464913937028,-0.5716915027747269,-0.3028749557382048,7.6923076923076925
BPHA3,0.62,0.06,-0.24,-20.054,0.00%,0.995,-0.38,0.78,-0.2,1.6,1.43,-2581.69%,-33652.50%,0.06,401.01%,-402.50%,10.333333333333334,0.06,-292294000.0,-0.26,-53.39%,-0.1327715697150607,0.0138259017020281,-0.5753424735828958,-0.908076413461878,1666.6666666666667
BRSR6,9.74,4.26,0.39,0.0,10.21%,0.0,0.0,0.0,0.0,0.0,0.0,0.00%,0.00%,0.0,0.00%,9.12%,2.286384976525822,4.26,10254100000.0,0.0,7.55%,-0.1330747111992322,0.0215082756481302,-0.5762341604232737,-0.465509813836009,23.47417840375587
ALLD3,7.05,4.26,0.43,0.119,33.43%,0.193,0.69,5.1,1.93,6.92,4.86,2.34%,2.80%,1.76,6.32%,10.19%,1.6549295774647887,4.26,1526620000.0,0.36,-0.27%,-0.1411909434890024,0.0344030793394881,-0.5995343427107989,-0.3118530513147389,23.474178403755868
ASAI3,5.8,12.33,1.57,0.109,1.60%,0.179,-3.2,1.52,-0.33,3.96,3.02,7.15%,0.88%,0.86,17.82%,12.73%,0.470397404703974,12.33,4995000000.0,3.33,40.13%,-0.141908053285059,0.0246851395856267,-0.6015406047884722,-0.606296098964142,8.110300081103
RDOR3,26.65,16.53,2.49,1.231,2.43%,0.623,1.94,8.34,-2.62,8.41,7.0,14.76%,7.65%,2.89,11.95%,15.08%,1.6122202056866302,16.53,24469300000.0,1.46,40.02%,-0.1445730327995453,0.0242403306524292,-0.6089231623424354,-0.6074984241048628,6.049606775559589
INEP4,1.34,0.12,-0.04,13.849,0.00%,0.058,-0.05,-0.95,-0.03,-15.51,-17.33,-1461.87%,11812.40%,0.08,-6.53%,-36.90%,11.166666666666668,0.12,-1377160000.0,-0.66,-9.09%,-0.1453708992521282,0.0359587830282484,-0.6111111072381645,-1.660998684617563,833.3333333333334
LREN3,13.07,11.2,1.33,0.983,4.49%,0.722,3.15,4.74,5.66,4.26,3.01,20.74%,8.77%,1.64,19.34%,11.89%,1.166964285714286,11.2,10394700000.0,0.11,16.64%,-0.1464291470159441,0.0285768551460361,-0.6139973293170844,-0.2869775896407329,8.92857142857143
FIQE3,3.38,7.03,1.05,1.235,6.29%,0.544,4.42,5.08,-3.38,5.32,2.7,24.31%,17.56%,1.62,14.27%,14.90%,0.4807965860597439,7.03,1168030000.0,0.49,25.30%,-0.1489085306907123,0.0286605776422367,-0.6206896359679708,-0.5591453737481086,14.224751066856328
YDUQ3,9.11,12.8,0.82,0.495,3.21%,0.278,2.81,3.4,-0.67,8.98,4.33,14.58%,3.90%,1.7,9.23%,6.40%,0.71171875,12.8,3217700000.0,1.62,8.99%,-0.1574694241701919,0.0367602165415287,-0.643058360185245,-0.132556294141208,7.8125
DMVF3,5.7,9.13,0.32,0.144,0.00%,0.168,4.54,19.17,-1.01,17.99,2.11,0.75%,1.58%,1.13,1.10%,3.54%,0.624315443592552,9.13,893212000.0,0.02,22.28%,-0.16158015522231,0.028048725160898,-0.6534017893574595,-0.4908055309664423,10.952902519167578
PGMN3,3.42,12.38,0.75,0.164,8.06%,0.23,1.69,3.74,-1.19,6.17,3.17,4.38%,1.34%,1.38,8.27%,6.03%,0.2762520193861066,12.38,2663310000.0,0.55,17.23%,-0.1691238409660725,0.0281262662931935,-0.6717335894437959,-0.5246139355866315,8.077544426494345
BLAU3,12.93,12.4,1.11,1.376,2.82%,0.716,2.05,7.94,5.41,8.34,7.12,17.33%,10.88%,3.48,11.28%,8.92%,1.042741935483871,12.4,2097210000.0,0.26,9.58%,-0.1745563399008345,0.027296810229576,-0.6844282056313098,-0.6752838015767164,8.064516129032258
CRFB3,6.15,518.83,0.65,0.114,1.54%,0.146,-7.38,3.06,-0.48,7.39,5.14,3.72%,0.21%,0.96,6.04%,0.13%,0.01185359366266407,518.83,19842000000.0,1.12,15.16%,-0.177804314698282,0.0244978920051736,-0.6918205848303094,-0.5039213501707718,0.19274136036852146
RAIZ4,2.15,28.87,1.02,0.092,1.22%,0.156,2.48,3.66,-0.42,11.99,4.62,2.50%,0.34%,1.16,5.56%,3.55%,0.07447177000346379,28.87,21717600000.0,2.82,13.37%,-0.1816000737896933,0.0262007242797718,-0.7002762230807633,-0.8233880925320566,3.46380325597506
GUAR3,5.9,13.7,0.57,0.315,2.04%,0.226,1.02,4.16,13.35,5.39,2.76,7.59%,2.30%,1.55,6.64%,4.17%,0.43065693430656937,13.7,5155640000.0,0.39,10.00%,-0.1886628829816273,0.0379150057533416,-0.7154953310909979,-0.1697013333732558,7.2992700729927
SEER3,4.37,16.19,0.46,0.29,0.00%,0.164,4.52,1.88,-0.42,3.89,2.25,15.44%,1.79%,1.17,9.62%,2.83%,0.2699197035206918,16.19,1228580000.0,0.71,11.97%,-0.1907540660837456,0.0363910578279937,-0.7198757688184514,-0.2097210963207524,6.176652254478072
FIGE3,12.03,2.51,0.17,0.0,0.38%,0.0,0.0,0.0,0.0,0.0,0.0,0.00%,0.00%,0.0,0.00%,6.71%,4.792828685258964,2.51,168814000.0,0.0,19.77%,-0.1909255951962911,0.0341018883830231,-0.7202325643495073,-0.091559389520744,39.8406374501992
PETZ3,4.3,369.2,1.17,0.609,6.77%,0.498,3.49,11.95,-2.38,11.73,3.86,5.10%,0.17%,1.65,5.31%,0.32%,0.011646803900325027,369.2,1698680000.0,0.26,18.82%,-0.1922909460629228,0.0371786197970606,-0.7230591268872553,-0.3477534134940781,0.27085590465872156
NINJ3,5.0,19.11,0.87,4.177,0.00%,0.812,0.89,-13.37,0.89,2.05,2.8,-31.23%,21.86%,16.47,-155.93%,4.53%,0.26164311878597596,19.11,293687000.0,0.0,1.74%,-0.1966278945997038,0.0369132280988896,-0.7318801104079381,-0.4594757214477489,5.232862375719519
ARML3,5.54,9.31,1.55,1.135,5.74%,0.376,2.49,3.5,-0.95,6.73,5.11,32.38%,12.19%,1.76,15.61%,16.65%,0.5950590762620838,9.31,1238590000.0,2.34,133.11%,-0.2080997182807186,0.0354457842676141,-0.754090916026722,-0.5800040319889431,10.741138560687432
CSED3,3.11,7.04,0.77,0.453,5.29%,0.235,123.78,2.56,-0.5,3.38,2.12,17.65%,6.43%,1.01,10.95%,10.88%,0.4417613636363636,7.04,1480580000.0,0.72,11.53%,-0.2098382359024583,0.0340584351992604,-0.7573189363283513,-0.5433603052959881,14.204545454545453
LPSB3,1.5,18.19,0.97,1.202,2.71%,0.557,4.92,5.31,-3.44,3.75,2.56,22.64%,14.99%,1.7,12.76%,5.33%,0.08246289169873557,18.19,228305000.0,0.0,1.22%,-0.2098708031412477,0.0409339808055116,-0.7573790672789238,-0.1564047658418386,5.497526113249037
BDLL3,12.0,0.19,-0.08,1.282,0.00%,0.035,-0.08,-0.6,-0.04,-5.84,-6.25,-212.99%,670.81%,0.52,-6.22%,-43.36%,63.1578947368421,0.19,-231705000.0,-0.8,4.33%,-0.2138903539600454,0.0331287419230091,-0.7647058823529413,-0.361208160405679,526.3157894736842
BRIT3,3.06,11.85,0.88,1.003,2.85%,0.339,3.39,7.18,-1.03,12.58,4.16,13.96%,8.45%,1.54,6.52%,7.44%,0.2582278481012658,11.85,1557890000.0,1.25,22.57%,-0.2177072041562524,0.0349131838708472,-0.7714915522742118,-0.6598820140149614,8.438818565400844
HBOR3,1.4,3.51,0.13,0.143,6.50%,0.029,0.1,0.88,-1.48,9.24,8.05,16.19%,12.79%,1.97,3.46%,3.73%,0.39886039886039887,3.51,1429510000.0,1.4,2.94%,-0.2525530226005006,0.0401948531675549,-0.8262500017881382,-0.258966271545296,28.49002849002849
LJQQ3,2.16,7.8,0.75,0.163,5.65%,0.115,0.39,6.09,-0.86,4.9,1.71,2.67%,2.08%,1.73,2.63%,9.58%,0.27692307692307694,7.8,563969000.0,1.01,9.02%,-0.2537449347985105,0.035069916936148,-0.8279091890295877,-0.5807556767157624,12.82051282051282
HBRE3,3.05,3.2,0.16,1.991,0.00%,0.065,1.94,0.73,-0.2,3.78,3.75,272.65%,146.75%,1.51,9.21%,4.94%,0.9531249999999999,3.2,1993010000.0,0.73,24.44%,-0.2620850122720791,0.0323192912001877,-0.8391534379253375,-0.7977008765356863,31.25
ONCO3,2.13,19.18,0.37,0.228,0.00%,0.113,0.57,1.84,-0.44,6.63,4.86,12.41%,2.13%,1.96,8.29%,1.91%,0.11105318039624608,19.18,3790620000.0,1.53,29.41%,-0.2649633560075559,0.041164730501323,-0.8428889154397221,-0.6539773540804684,5.213764337851929
MTRE3,3.05,7.33,0.32,0.292,9.82%,0.153,0.31,5.06,0.49,11.33,8.48,5.76%,5.59%,2.48,3.55%,4.43%,0.4160982264665757,7.33,994199000.0,0.64,30.13%,-0.2732657283654248,0.0358482636979084,-0.8532608664922853,-0.538855799771368,13.642564802182811
RNEW11,2.95,3.21,0.28,1.123,0.00%,0.08,-0.7,2.1,-0.13,10.92,5.89,53.35%,34.99%,0.42,4.02%,8.65%,0.9190031152647976,3.21,883600000.0,1.31,43.76%,-0.2852886629982943,0.0415589358390025,-0.8672645677391896,-0.3114790999853604,31.152647975077883
RNEW4,0.97,3.17,0.27,1.108,0.00%,0.079,-0.69,2.08,-0.12,10.89,5.87,53.35%,34.99%,0.42,4.02%,8.65%,0.305993690851735,3.17,883600000.0,1.31,43.76%,-0.2909570167133467,0.0423660250457176,-0.87346938514021,-0.3133726335227878,31.545741324921135
RNEW3,0.98,3.2,0.28,1.119,0.00%,0.079,-0.7,2.1,-0.13,10.91,5.88,53.35%,34.99%,0.42,4.02%,8.65%,0.30624999999999997,3.2,883600000.0,1.31,43.76%,-0.2945584805185729,0.0406545245086217,-0.8772845931670106,-0.3504457805809003,31.249999999999993
MGLU3,6.6,13.32,0.44,0.129,0.00%,0.137,1.42,2.74,-0.71,4.45,2.56,4.71%,0.97%,1.24,7.16%,3.31%,0.4954954954954955,13.32,11064900000.0,0.44,8.62%,-0.2949308999815351,0.0418088202318888,-0.8776735827600113,-0.3127675421265809,7.5075075075075075
LVTC3,2.35,18.41,0.23,0.182,0.00%,0.109,0.61,0.81,-0.65,0.53,0.25,22.55%,0.99%,1.97,15.19%,1.26%,0.1276480173818577,18.41,653675000.0,0.0,-11.70%,-0.3208845493909591,0.0332287464972679,-0.9023682311908656,-1.169938401676562,5.431830526887561
IRBR3,44.64,14.05,0.77,0.625,0.00%,0.229,0.0,7.31,0.0,0.0,0.0,8.55%,4.45%,0.0,0.00%,5.46%,3.177224199288256,14.05,4785350000.0,0.0,0.00%,-0.360418113796109,0.0413701293945448,-0.9319253355015256,-0.4702329071851464,7.117437722419928
OIBR4,8.84,0.24,-0.2,0.334,0.00%,0.142,-1.41,-0.81,-0.1,-3.3,-5.32,-41.26%,137.65%,0.76,-22.29%,-81.27%,36.833333333333336,0.24,-14802100000.0,-0.69,0.71%,-0.3630868618167948,0.0552316057239693,-0.93361538373507,-0.2117419699206711,416.6666666666667
ATMP3,1.26,0.14,0.09,0.094,0.00%,0.026,-0.56,-0.6,-0.06,-3.76,-9.98,-15.73%,65.56%,0.85,-4.70%,63.65%,9.0,0.14,368994000.0,0.66,-24.85%,-0.4030960820298913,0.0512064279716785,-0.9550566287558138,-0.3473656022703342,714.2857142857143
SLED3,3.21,0.45,-0.08,0.416,0.00%,0.48,-0.2,-0.44,-0.07,-0.96,-1.18,-93.81%,92.72%,0.12,-2259.94%,-18.07%,7.133333333333333,0.45,-381277000.0,-0.09,-48.69%,-0.4105151999078923,0.0872400960865217,-0.9583123115282886,-0.0196623143166764,222.22222222222223
SLED4,1.6,0.22,-0.04,0.207,0.00%,0.239,-0.1,-0.22,-0.04,-0.74,-0.9,-93.81%,92.72%,0.12,-2259.94%,-18.07%,7.272727272727273,0.22,-381277000.0,-0.09,-48.69%,-0.468398659202658,0.062373590752394,-0.9776058008490598,-0.3662937881855749,454.54545454545456
OIBR3,1.36,0.04,-0.03,0.051,0.00%,0.022,-0.22,-0.12,-0.02,-2.61,-4.21,-41.26%,137.65%,0.76,-22.29%,-81.27%,34.0,0.04,-14802100000.0,-0.69,0.71%,-0.5291674707537963,0.0550600241803555,-0.9892063490928166,-0.5037438666245718,2499.9999999999995
AMER3,5.71,0.1,0.2,0.078,0.00%,0.062,0.38,-0.77,-0.21,-1.2,-8.55,-10.09%,76.26%,1.7,-9.68%,196.01%,57.099999999999994,0.1,5717000000.0,0.3,10.19%,-0.6650431082324706,0.075236204531065,-0.9986065826474432,-0.4332159203763285,999.9999999999998
PDGR3,0.01,0.01,-0.01,0.152,0.00%,0.032,-0.03,-0.16,0.0,-2.11,-2.12,-93.35%,1112.39%,0.32,-41.34%,-39.48%,1.0,0.01,-3242660000.0,-0.07,-20.34%,-0.8556880998816379,0.0837526032180566,-0.999991180271912,-0.9112277885971956,10000.0
