ticker
GPAR3
GNDI3
PLDN4
LCSA4
ENEV3
LVTC3
BAHI4
BHGR3
DMMO3
PRGA4
RJCP3
BAHI5
ABYA3
PITI4
CALI4
LCSA3
MAGG3
SQIA3
LINX3
BNCA3
HAPV3
CLSA3
CALI3
BRFS3
AMIL3
BRTP3
IDVL11
DOHL3
HETA3
NGRD3
PEFX5
PEFX3
MTIG4
LWSA3
TOYB4
IMBI3
CLAN4
TOYB3
EBTP3
EBTP4
AURE3
HBSA3
SEER3
FBRA4
BRTP4
APER3
MAPT4
ITEC3
CRFB3
IMBI4
PRTX3
OMGE3
DFVA3
ASTA4
TEND3
OFSA3
VGOR4
CRBM3
ARTR3
MAPT3
DFVA4
BIOM3
MODL3
TAMM4
TAMM3
DOHL4
BAHI3
MODL11
MODL4
CRBM7
WMBY3
KROT11
TDBH4
TANC4
DTCY3
MGLU3
MNDL3
MRVE3
KROT4
AMBP3
PTBL3
CCIM3
CBEE3
TDBH3
ESPA3
GBIO33
BIOM4
RCSL3
MRFG3
LECO4
ALPK3
SEDU3
TESA3
PCAR4
IGUA3
FGUI3
IGUA6
PCAR5
IGUA5
PRVI3
SIMH3
MTIG3
CPNY3
LIGH3
ECPR4
ECPR3
LIGT3
PTBL4
TERI3
RNEW3
RNEW11
MEAL3
RNEW4
ANIM3
ENJU3
SEMP3
SZPQ4
MEDI3
ZAMP3
AALR3
TCNO3
BAHI11
QUAL3
AZEV3
AZEV4
COGN3
BLUT3
BUET3
RCSL4
TLCP3
LFFE4
TELB3
CGOS3
TCNO4
CBAV3
PRML3
EPAR3
ADHM3
BUET4
MOVI3
PMET5
NORD3
ALPA4
LFFE3
ALPA3
FBMC3
CEED4
KRSA3
TLCP4
GSHP3
BECE3
AERI3
TELB4
BECE4
MBLY3
HETA4
ESTR3
MLAS3
CVCB3
SOMA3
PNOR6
PNOR5
STRP4
LIXC3
BRKM3
BRKM5
BICB4
BICB3
GFSA3
CEED3
EPAR4
ARLA4
DASA3
FIEI3
LIXC4
MMXM3
OGXP3
TCSA3
VTLM3
BRKM6
WEST3
ARCZ3
ARCZ6
BISA3
BCAL6
DJON4
SPRI6
BLUT4
ARLA3
SPRI3
SDIA4
SDIA3
DUQE3
DOTZ3
CTSA3
AVLL3
SPRI5
IDVL4
PMET6
GLOB4
AZUL4
LGLO4
IDVL3
VIVR3
IFCM3
DHBI3
LETO5
IENG3
JFEN3
ESTR4
MWET3
TRAD3
MWET4
AGXY3
LATM11
CELM3
CTSA4
IENG5
FHER3
PCAR3
BRPR3
CTSA8
CTNM3
RDNI3
FRTA3
MNDL4
REEM4
CCXC3
DOCA3
FGUI4
WISA4
SNSY5
LETO3
WISA3
NEXP3
PMAM4
BHIA3
AMAR3
DOCA4
RPMG3
VVAR11
VVAR4
DUQE4
FTRX3
OIBR4
TEKA3
FTRX4
SEQL3
TEKA4
PMAM3
FBMC4
MEND6
TENE7
VPTA4
OIBR3
VPSC4
MEND5
CTNM4
VAGV3
DHBI4
VAGV4
AMER3
GAFP3
ARTE3
TROR3
VPSC3
VPTA3
ARTE4
SGPS3
RCTB33
TROR4
RPMG4
GAFP4
RCTB31
