ticker
GNDI3
CALI4
CALI3
VSTE3
PLDN4
GPAR3
LCSA4
BHGR3
DMMO3
RJCP3
ABYA3
PITI4
MGEL3
SCLO3
LCSA3
MAGG3
SQIA3
NATU3
LINX3
BNCA3
CLSA3
AMIL3
LOGN3
BRTP3
IDVL11
AMBP3
DOHL3
PEFX5
PEFX3
MTIG4
RAIL3
TOYB4
IMBI3
CLAN4
MGEL4
TOYB3
EBTP3
EBTP4
CBEE3
FBRA4
BRTP4
ITEC3
HAPV3
APER3
PTBL3
IMBI4
PRTX3
DFVA3
ASTA4
VGOR4
CRBM3
MAPT4
DOHL4
ARTR3
DFVA4
ALPK3
KROT11
PTBL4
AESB3
MODL3
TAMM4
TAMM3
PCAR4
LIGH3
KROT4
MSPA3
MODL11
PCAR5
MODL4
MAPT3
CRBM7
WMBY3
TDBH4
TANC4
AURA33
BIOM3
MSPA4
CCIM3
NGRD3
TDBH3
BIOM4
GBIO33
DTCY3
LECO4
SEDU3
TESA3
ANIM3
IGUA3
FGUI3
IGUA6
ESPA3
IGUA5
PRVI3
RCSL3
MTIG3
ZAMP3
CPNY3
ALLL3
VVEO3
ECPR4
ECPR3
SIMH3
RPAD5
ALLL4
TERI3
MRVE3
ALLL11
SEMP3
CSNA3
CASH3
SZPQ4
MEDI3
LIGT3
CVCB3
AALR3
TCNO3
KRSA3
RPAD3
GFSA3
RPAD6
HBSA3
ENJU3
BLUT3
CRPG3
CRPG6
BUET3
QUAL3
EPAR3
CRPG5
NORD3
TLCP3
COGN3
LFFE4
CGOS3
TCNO4
SCLO4
PRML3
CBAV3
TELB3
ADHM3
MATD3
BUET4
PDTC3
DMFN3
PMET5
LFFE3
FBMC3
FIEI3
TLCP4
BECE3
AERI3
BECE4
MOVI3
AVLL3
EPAR4
ALPA4
ALPA3
PNOR6
PNOR5
STRP4
DASA3
SOMA3
SHOW3
MEAL3
LIXC3
CEED4
BICB4
ESTR3
TELB4
BICB3
MBLY3
ARLA4
MLAS3
LIXC4
MMXM3
OGXP3
VTLM3
RCSL4
ARCZ3
ARCZ6
GLOB4
BISA3
CEED3
BCAL6
DJON4
MWET4
DOTZ3
SPRI6
MWET3
BLUT4
NTCO3
ARLA3
SPRI3
SDIA4
SDIA3
DUQE3
WEST3
AMAR3
SPRI5
AZEV4
AZEV3
IDVL4
ESTR4
BRKM3
PMET6
BRKM5
TRAD3
LGLO4
IDVL3
PCAR3
DHBI3
LETO5
IENG3
BRKM6
VIVR3
LATM11
TCSA3
CELM3
IENG5
FHER3
BRPR3
CTSA8
PLAS3
FRTA3
REEM4
CCXC3
CTSA3
SNSY5
DOCA3
FGUI4
WISA4
CTNM3
LETO3
GOLL4
RDNI3
AZUL4
VVAR11
VVAR4
WISA3
PMAM4
AGXY3
CTSA4
JFEN3
NEXP3
DOCA4
BHIA3
RPMG3
DUQE4
FTRX3
FTRX4
TEKA3
TEKA4
FBMC4
MEND6
SEQL3
VPTA4
TENE7
GSHP3
MEND5
VPSC4
VAGV3
PMAM3
DHBI4
VAGV4
CTNM4
GAFP3
ARTE3
IFCM3
TROR3
VPSC3
VPTA3
ARTE4
TROR4
SGPS3
RCTB33
RPMG4
GAFP4
MILK33
RCTB31
RCTB41
OSXB3
RCTB42
MLPA12
MLPA4
PDGR3
CAFE3
BSCT3
OIBR3
CORR3
BPHA3
IGBR5
IGBR6
PALF11
BRSR4
SULT4
LREN4
AMER3
SULT3
CREM4
INEP4
INEP3
TPRC6
BDLL4
PALF5
SJOS4
ATMP3
TPRC3
PALF3
BDLL3
RSID3
SLED4
OIBR4
CORR4
ASSM4
GAZO4
ASSM3
BELG4
BELG3
AGEN33
TXRX4
HOOT4
TRPN3
SLED3
