ticker,Cotacao,P/L,P/VP,PSR,DY,P/Ativo,P/Cap.Giro,P/EBIT,P/ACL,EV/EBIT,EV/EBITDA,Mrg.Ebit,Mrg.Liq.,Liq.Corr.,ROIC,ROE,Liq.2meses,Pat.Liq,Div.Brut/Pat.,Cresc.5anos
HBSA3,2.86,-5.92,1.65,1.315,0.00%,0.334,-6.43,-32.92,-0.56,-91.35,18.61,-3.99%,-22.21%,0.79,-1.18%,-27.90%,-5.92,1316250000.00,3.51,10.86%
ENJU3,1.03,-5.75,0.65,0.810,0.00%,0.487,1.22,-4.16,1.53,-0.01,-0.03,-19.45%,-14.08%,3.28,-25.60%,-11.35%,-5.75,323454000.00,0.00,34.04%
BLUT3,5.14,-5.63,0.46,0.000,0.00%,0.138,-0.76,-42.93,-0.20,-53.97,-53.97,0.00%,0.00%,0.00,-0.33%,-8.24%,-5.63,56569000.00,0.12,0.00%
CRPG3,21.15,-5.61,1.10,1.019,1.32%,0.721,1.48,-11.77,2.29,-10.03,-22.27,-8.66%,-18.17%,3.89,-7.57%,-19.60%,-5.61,558334000.00,0.02,-4.57%
CRPG6,20.99,-5.57,1.09,1.011,1.33%,0.716,1.46,-11.68,2.28,-9.95,-22.08,-8.66%,-18.17%,3.89,-7.57%,-19.60%,-5.57,558334000.00,0.02,-4.57%
BUET3,24.99,-5.46,-0.97,1.961,0.00%,0.572,-0.67,-13.13,-0.39,-22.60,-36.32,-14.93%,-35.93%,0.11,-5.95%,17.79%,-5.46,-124674000.00,-0.70,4.55%
QUAL3,1.55,-5.42,0.33,0.273,0.00%,0.100,2.27,0.95,-0.32,3.23,1.66,28.77%,-4.62%,1.13,15.35%,-6.17%,-5.42,1316780000.00,1.47,-6.02%
EPAR3,5.65,-5.35,1.09,0.467,21.44%,0.887,4.08,-139.25,10.81,-106.29,2.85,-0.34%,-8.73%,5.11,-0.81%,-20.45%,-5.35,76818000.00,0.00,-42.90%
CRPG5,19.98,-5.3,1.04,0.963,1.45%,0.682,1.39,-11.12,2.17,-9.38,-20.83,-8.66%,-18.17%,3.89,-7.57%,-19.60%,-5.3,558334000.00,0.02,-4.57%
NORD3,6.60,-5.07,-0.26,17.452,0.00%,2.256,-0.26,-112.92,-0.24,-210.88,-210.88,-15.46%,-344.09%,0.01,-2.01%,5.22%,-5.07,-165048000.00,-0.23,11.06%
TLCP3,48.00,-5.02,1.76,0.824,0.00%,0.533,-2.76,-26.61,-1.33,-43.86,-43.86,-3.10%,-16.40%,0.61,-2.52%,-35.04%,-5.02,262979000.00,1.21,9.09%
COGN3,1.16,-4.91,0.19,0.359,0.00%,0.091,1.36,1.71,-0.31,6.23,4.09,21.04%,-7.56%,1.61,5.89%,-3.82%,-4.91,11616200000.00,0.59,2.41%
LFFE4,3.89,-4.91,4.08,0.000,0.00%,3.599,0.00,-26.50,0.00,-23.11,10.90,0.00%,0.00%,0.00,0.00%,-83.10%,-4.91,51892000.00,0.00,0.00%
CGOS3,26.20,-4.85,1.89,0.509,0.00%,0.167,-0.83,-256.60,-0.25,-570.29,-570.29,-0.20%,-10.48%,0.54,-0.08%,-39.02%,-4.85,453387000.00,2.48,8.97%
TCNO4,0.85,-4.82,-5.95,0.000,0.00%,0.024,-0.06,-2.04,-0.03,-14.27,-16.48,0.00%,0.00%,0.28,-1.59%,123.36%,-4.82,-946000.00,-35.76,-32.39%
SCLO4,0.41,-4.69,-2.82,0.000,0.00%,8.143,-2.71,-4.69,-2.54,-4.93,-4.93,0.00%,0.00%,0.19,-205.97%,60.16%,-4.69,-139635.00,-0.19,0.00%
PRML3,11.52,-4.41,1.98,18.612,0.00%,0.581,23.00,-30.33,-0.93,-63.15,1640.31,-61.36%,-424.99%,2.02,-1.96%,-44.84%,-4.41,2192720000.00,2.18,32.85%
CBAV3,4.68,-4.2,0.76,0.391,0.00%,0.225,1.16,10.04,-0.65,20.51,6.93,3.89%,-7.74%,2.31,2.78%,-18.07%,-4.2,4012330000.00,1.21,-8.36%
TELB3,12.45,-4.17,0.88,2.740,0.00%,0.272,0.78,-3.13,-1.07,0.56,2.54,-87.40%,-65.67%,4.92,-14.17%,-21.05%,-4.17,1224970000.00,0.06,13.09%
ADHM3,1.56,-4.09,-1.29,770.924,0.00%,105.126,-1.43,-5.69,-1.27,-5.69,-5.81,-13548.50%,-18860.60%,0.00,521.70%,31.47%,-4.09,-19776000.00,0.00,43.48%
MATD3,3.84,-4.08,0.90,0.581,2.16%,0.300,1.20,3.32,-0.97,5.08,4.00,17.49%,-13.18%,3.53,11.26%,-22.04%,-4.08,1473270000.00,0.99,21.71%
BUET4,18.49,-4.04,-0.72,1.451,0.00%,0.423,-0.50,-9.72,-0.29,-19.18,-30.83,-14.93%,-35.93%,0.11,-5.95%,17.79%,-4.04,-124674000.00,-0.70,4.55%
PDTC3,1.17,-4.03,0.71,0.319,3.94%,0.130,0.29,-18.77,-1.77,-55.07,14.54,-1.70%,-7.91%,2.60,-1.03%,-17.67%,-4.03,130645000.00,2.66,29.38%
DMFN3,12.50,-4.01,1.32,0.000,0.04%,0.000,0.00,0.00,0.00,0.00,0.00,0.00%,0.00%,0.00,0.00%,-32.95%,-4.01,584873000.00,0.00,102.70%
PMET5,0.65,-3.95,-0.16,4.518,0.00%,30.248,-0.22,89.99,-0.16,503.88,503.88,5.02%,-114.49%,0.01,38.97%,4.10%,-3.95,-290863000.00,-0.74,37.74%
LFFE3,3.11,-3.92,3.26,0.000,0.00%,2.877,0.00,-21.18,0.00,-17.80,8.39,0.00%,0.00%,0.00,0.00%,-83.10%,-3.92,51892000.00,0.00,0.00%
FBMC3,80.00,-3.78,-0.92,3.858,0.00%,1.384,-1.79,-2.85,-0.64,-3.31,-3.69,-135.59%,-101.97%,0.31,-64.70%,24.19%,-3.78,-63552000.00,-0.15,-31.66%
FIEI3,9.80,-3.58,0.31,15.973,0.00%,0.238,4.06,-4.62,-4.66,-6.40,-6.81,-345.83%,-457.60%,1.46,-5.38%,-8.71%,-3.58,76045000.00,0.12,-23.79%
TLCP4,34.11,-3.57,1.25,0.586,0.00%,0.379,-1.96,-18.91,-0.95,-36.16,-36.16,-3.10%,-16.40%,0.61,-2.52%,-35.04%,-3.57,262979000.00,1.21,9.09%
BECE3,9.10,-3.42,8.72,0.000,0.00%,0.000,0.00,0.00,0.00,0.00,0.00,0.00%,0.00%,0.00,0.00%,-255.20%,-3.42,96496000.00,0.00,12.81%
AERI3,7.49,-3.38,0.45,0.297,0.00%,0.130,1.14,4.00,-1.81,8.92,4.79,7.43%,-8.79%,1.22,4.46%,-13.26%,-3.38,1037680000.00,1.40,-12.03%
BECE4,8.75,-3.29,8.38,0.000,0.00%,0.000,0.00,0.00,0.00,0.00,0.00,0.00%,0.00%,0.00,0.00%,-255.20%,-3.29,96496000.00,0.00,12.81%
MOVI3,3.71,-3.21,0.51,0.106,4.14%,0.047,-9.28,0.68,-0.07,8.17,3.57,15.61%,-3.29%,0.98,9.54%,-15.76%,-3.21,2658220000.00,7.10,35.68%
AVLL3,2.75,-3.13,-7.59,0.873,0.00%,0.393,-3.80,3.51,-0.59,5.75,5.70,24.90%,-25.61%,0.78,14.80%,242.53%,-3.13,-70791000.00,-8.55,31.27%
EPAR4,3.30,-3.12,0.64,0.273,0.00%,0.518,2.38,-81.33,6.31,-48.37,1.30,-0.34%,-8.73%,5.11,-0.81%,-20.45%,-3.12,76818000.00,0.00,-42.90%
ALPA4,6.69,-3.05,1.16,1.144,0.00%,0.690,2.05,19.38,5.60,19.19,9.48,5.90%,-37.57%,2.78,4.97%,-37.92%,-3.05,3956050000.00,0.35,4.52%
ALPA3,6.41,-2.92,1.11,1.096,0.00%,0.661,1.97,18.57,5.37,18.38,9.08,5.90%,-37.57%,2.78,4.97%,-37.92%,-2.92,3956050000.00,0.35,4.52%
PNOR6,1.87,-2.9,0.55,0.354,0.00%,0.205,0.70,8.52,-2.32,4.57,4.57,4.15%,-11.74%,2.50,3.61%,-18.84%,-2.9,158071000.00,0.42,1.34%
PNOR5,1.87,-2.9,0.55,0.354,0.00%,0.205,0.70,8.52,-2.32,4.57,4.57,4.15%,-11.74%,2.50,3.61%,-18.84%,-2.9,158071000.00,0.42,1.34%
STRP4,0.21,-2.85,-0.43,0.416,0.00%,0.111,-0.18,-0.45,-0.09,-1.15,-1.15,-91.82%,-14.58%,0.13,-25.49%,14.95%,-2.85,-12498000.00,-0.66,-36.39%
DASA3,2.05,-2.84,0.30,0.172,0.00%,0.091,0.68,2.47,-0.26,10.86,4.80,6.95%,-5.91%,1.65,4.32%,-10.51%,-2.84,8616210000.00,1.34,24.87%
SOMA3,5.94,-2.81,0.80,0.867,0.00%,0.486,2.01,7.45,19.87,9.24,6.13,11.63%,-30.81%,2.36,7.81%,-28.52%,-2.81,5809620000.00,0.33,58.94%
SHOW3,0.75,-2.75,0.33,0.108,0.00%,0.113,1.55,190.07,-1.34,103.99,5.21,0.06%,-4.06%,1.15,0.11%,-11.87%,-2.75,154898000.00,0.51,85.63%
MEAL3,0.98,-2.68,0.27,0.131,0.00%,0.107,-6.45,-1.85,-0.24,-4.16,4.62,-7.09%,-4.89%,0.91,-6.64%,-10.15%,-2.68,1032000000.00,0.51,15.28%
LIXC3,1.75,-2.62,1.52,395.995,0.00%,0.069,0.28,-4.21,3.84,-6.37,-6.68,-9413.21%,-14386.80%,1.34,-1.90%,-57.85%,-2.62,13842000.00,0.79,-75.90%
CEED4,20.00,-2.49,-0.37,0.272,0.00%,0.185,-7.11,2.78,-0.15,11.47,8.78,9.78%,-10.89%,0.92,7.98%,14.86%,-2.49,-3682990000.00,-1.29,8.67%
BICB4,8.25,-2.43,2.21,0.000,0.00%,0.000,0.00,0.00,0.00,0.00,0.00,0.00%,0.00%,0.00,0.00%,-91.00%,-2.43,944626000.00,0.00,-31.19%
ESTR3,7.60,-2.38,-0.11,0.410,0.00%,0.191,-0.09,-20.81,-0.08,-55.91,-154.73,-1.97%,-17.22%,0.19,-1.00%,4.48%,-2.38,-575735000.00,-0.18,6.06%
TELB4,7.07,-2.37,0.50,1.556,0.00%,0.154,0.44,-1.78,-0.61,1.92,8.66,-87.40%,-65.67%,4.92,-14.17%,-21.05%,-2.37,1224970000.00,0.06,13.09%
BICB3,8.00,-2.35,2.14,0.000,0.00%,0.000,0.00,0.00,0.00,0.00,0.00,0.00%,0.00%,0.00,0.00%,-91.00%,-2.35,944626000.00,0.00,-31.19%
MBLY3,1.46,-2.24,0.43,0.311,0.00%,0.269,0.94,-1.99,2.60,-1.94,-6.99,-15.60%,-13.87%,2.45,-15.12%,-19.37%,-2.24,412502000.00,0.04,-7.39%
ARLA4,3.38,-2.21,-0.62,2.137,0.00%,0.442,-0.31,-6.74,-0.29,-17.87,-17.87,-31.72%,-96.55%,0.10,-13.71%,28.00%,-2.21,-24319000.00,-1.02,-47.46%
MLAS3,1.19,-2.2,0.32,0.299,0.00%,0.190,0.40,-2.17,0.57,-1.92,-2.20,-13.75%,-13.61%,2.81,-12.61%,-14.39%,-2.2,3089550000.00,0.20,-10.61%
LIXC4,1.45,-2.17,1.26,328.110,0.00%,0.057,0.23,-3.49,3.18,-5.65,-5.92,-9413.21%,-14386.80%,1.34,-1.90%,-57.85%,-2.17,13842000.00,0.79,-75.90%
MMXM3,14.00,-2.17,-0.11,0.000,0.00%,0.710,-0.10,4.70,-0.09,18.64,18.64,0.00%,0.00%,0.01,25.93%,4.97%,-2.17,-842661000.00,-0.32,-28.51%
OGXP3,1.63,-2.15,-0.98,0.000,0.00%,0.925,0.00,-16.46,0.00,-16.46,-16.46,0.00%,0.00%,0.00,0.00%,45.53%,-2.15,-53901000.00,0.00,0.00%
VTLM3,0.79,-2.07,-0.65,390.404,0.00%,53.237,-0.72,-2.88,-0.64,-2.88,-2.94,-13548.50%,-18860.60%,0.00,521.70%,31.47%,-2.07,-19776000.00,0.00,43.48%
RCSL4,0.78,-1.97,-2.58,0.814,0.00%,0.503,-5.42,-5.25,-0.58,-5.25,-7.16,-15.51%,-46.16%,0.78,-10.02%,130.97%,-1.97,-9621000.00,0.00,6.86%
ARCZ3,3.66,-1.88,1.95,1.096,0.00%,0.369,1.53,9.50,-0.84,28.18,28.18,11.54%,-58.02%,2.86,4.03%,-103.98%,-1.88,1934210000.00,3.92,0.75%
ARCZ6,3.63,-1.86,1.94,1.087,0.00%,0.366,1.52,9.42,-0.84,28.10,28.10,11.54%,-58.02%,2.86,4.03%,-103.98%,-1.86,1934210000.00,3.92,0.75%
GLOB4,30.49,-1.82,1.01,0.109,0.00%,0.091,-0.66,2.35,-0.18,8.34,4.41,4.63%,-5.98%,0.75,5.49%,-55.33%,-1.82,2879000000.00,3.31,-0.93%
BISA3,1.58,-1.77,1.18,1.692,0.00%,0.321,0.86,-4.02,-7.64,-6.21,-9.28,-42.05%,-96.36%,2.22,-8.50%,-66.94%,-1.77,1788370000.00,0.77,-24.23%
CEED3,13.99,-1.74,-0.26,0.190,0.00%,0.130,-4.97,1.94,-0.11,10.63,8.14,9.78%,-10.89%,0.92,7.98%,14.86%,-1.74,-3682990000.00,-1.29,8.67%
BCAL6,0.28,-1.7,-0.07,1.946,0.00%,13.030,-0.09,38.77,-0.07,452.65,452.65,5.02%,-114.49%,0.01,38.97%,4.10%,-1.7,-290863000.00,-0.74,37.74%
DJON4,0.18,-1.7,0.22,-0.956,0.00%,0.166,-1.29,-1.42,-0.85,-1.98,-1.98,67.37%,56.33%,0.24,-12.02%,-12.84%,-1.7,2702000.00,0.09,45.19%
MWET4,12.58,-1.69,-18.59,0.096,0.00%,0.074,-1.01,-1.98,-0.12,-10.42,-16.21,-4.83%,-5.66%,0.84,-4.13%,1099.00%,-1.69,-1393000.00,-79.66,15.81%
DOTZ3,3.01,-1.69,-0.16,0.262,0.00%,0.187,-0.21,5.77,-0.11,11.47,2.23,4.55%,-15.53%,0.31,4.81%,9.63%,-1.69,-245925000.00,-0.34,4.30%
SPRI6,11.00,-1.68,1.24,0.000,0.00%,1.196,2.33,-3.21,2.47,-2.86,-2.88,0.00%,0.00%,66.47,-42.86%,-73.82%,-1.68,22420000.00,0.00,-7.33%
MWET3,12.50,-1.68,-18.47,0.095,0.00%,0.074,-1.01,-1.97,-0.12,-10.41,-16.19,-4.83%,-5.66%,0.84,-4.13%,1099.00%,-1.68,-1393000.00,-79.66,15.81%
BLUT4,1.52,-1.66,0.14,0.000,0.00%,0.041,-0.22,-12.69,-0.06,-23.74,-23.74,0.00%,0.00%,0.00,-0.33%,-8.24%,-1.66,56569000.00,0.12,0.00%
NTCO3,13.07,-1.63,1.17,0.769,5.66%,0.560,4.71,7.60,-3.91,9.18,7.49,10.12%,-47.34%,1.46,10.06%,-71.81%,-1.63,15533000000.00,0.45,-11.59%
ARLA3,2.47,-1.62,-0.45,1.562,0.00%,0.323,-0.22,-4.92,-0.21,-16.06,-16.06,-31.72%,-96.55%,0.10,-13.71%,28.00%,-1.62,-24319000.00,-1.02,-47.46%
SPRI3,10.51,-1.61,1.19,0.000,0.00%,1.143,2.23,-3.07,2.36,-2.72,-2.74,0.00%,0.00%,66.47,-42.86%,-73.82%,-1.61,22420000.00,0.00,-7.33%
SDIA4,6.42,-1.59,9.41,0.397,0.00%,0.418,-3.29,9.53,-0.83,23.15,23.15,4.16%,-25.09%,0.78,5.89%,-590.66%,-1.59,459230000.00,17.27,13.42%
SDIA3,6.42,-1.59,9.41,0.397,0.00%,0.418,-3.29,9.53,-0.83,23.15,23.15,4.16%,-25.09%,0.78,5.89%,-590.66%,-1.59,459230000.00,17.27,13.42%
DUQE3,28.00,-1.58,-11.29,12.103,0.00%,0.428,-0.74,-1.65,-0.57,-2.70,-2.98,-732.92%,-767.60%,0.33,-28.21%,715.74%,-1.58,-6987000.00,-7.19,-42.70%
WEST3,0.50,-1.38,0.24,0.303,0.00%,0.175,0.45,-0.84,0.54,0.88,1.27,-35.94%,-21.92%,2.94,-41.67%,-17.29%,-1.38,232120000.00,0.05,-16.32%
AMAR3,1.10,-1.3,2.03,0.492,0.00%,0.281,-1.67,7.17,-0.49,15.34,4.79,6.86%,-37.76%,0.63,4.96%,-155.67%,-1.3,278507000.00,2.42,-13.46%
SPRI5,8.52,-1.3,0.96,0.000,0.00%,0.927,1.81,-2.49,1.91,-2.14,-2.15,0.00%,0.00%,66.47,-42.86%,-73.82%,-1.3,22420000.00,0.00,-7.33%
AZEV4,0.99,-1.26,0.68,1.031,0.00%,0.252,-1.23,-1.81,-0.60,-2.51,-3.90,-56.88%,-81.56%,0.51,-15.83%,-54.09%,-1.26,286038000.00,0.29,284.19%
AZEV3,0.99,-1.26,0.68,1.031,0.00%,0.252,-1.23,-1.81,-0.60,-2.51,-3.90,-56.88%,-81.56%,0.51,-15.83%,-54.09%,-1.26,286038000.00,0.29,284.19%
IDVL4,2.67,-1.26,1.16,0.000,0.00%,0.000,0.00,0.00,0.00,0.00,0.00,0.00%,0.00%,0.00,0.00%,-91.76%,-1.26,237683000.00,0.00,0.00%
ESTR4,4.00,-1.25,-0.06,0.216,0.00%,0.100,-0.05,-10.95,-0.04,-46.05,-127.46,-1.97%,-17.22%,0.19,-1.00%,4.48%,-1.25,-575735000.00,-0.18,6.06%
BRKM3,12.12,-1.25,-386.49,0.129,0.00%,0.104,1.29,10.01,-0.16,41.53,6.50,1.29%,-11.21%,1.28,1.54%,30942.60%,-1.25,-24999900.00,-1790.12,4.47%
PMET6,0.20,-1.21,-0.05,1.390,0.00%,9.307,-0.07,27.69,-0.05,441.57,441.57,5.02%,-114.49%,0.01,38.97%,4.10%,-1.21,-290863000.00,-0.74,37.74%
BRKM5,11.72,-1.21,-373.73,0.125,0.00%,0.101,1.24,9.68,-0.16,41.20,6.45,1.29%,-11.21%,1.28,1.54%,30942.60%,-1.21,-24999900.00,-1790.12,4.47%
TRAD3,6.45,-1.07,1.11,5.312,0.00%,1.008,3.72,-4.54,4.00,-3.68,-5.20,-117.06%,-496.52%,4.51,-27.88%,-103.79%,-1.07,232152000.00,0.01,-28.57%
LGLO4,100.00,-1.05,0.65,0.225,0.00%,0.192,-0.32,-1.24,-0.32,-2.13,-2.13,-18.10%,-21.47%,0.14,-18.37%,-62.51%,-1.05,5191000.00,0.49,-11.42%
IDVL3,2.16,-1.02,0.93,0.000,0.00%,0.000,0.00,0.00,0.00,0.00,0.00,0.00%,0.00%,0.00,0.00%,-91.76%,-1.02,237683000.00,0.00,0.00%
PCAR3,2.82,-0.86,0.34,0.073,0.00%,0.070,-3.30,1.00,-0.14,2.45,1.34,7.37%,-8.50%,0.93,9.32%,-39.89%,-0.86,4026000000.00,1.07,-47.87%
DHBI3,19.00,-0.83,-0.17,0.869,0.00%,0.343,-0.16,-3.68,-0.13,-24.58,-59.55,-23.58%,-154.81%,0.12,-10.50%,21.03%,-0.83,-456340000.00,-0.99,-23.62%
LETO5,2.06,-0.83,-0.14,0.000,0.00%,0.248,0.00,0.00,0.00,0.00,0.00,0.00%,0.00%,0.00,0.00%,17.05%,-0.83,-58642000.00,0.00,-17.38%
IENG3,0.15,-0.81,0.99,1.717,0.00%,0.110,-1.17,3.88,-0.30,25.11,25.11,44.29%,-224.61%,0.85,2.84%,-122.41%,-0.81,52234000.00,5.45,8.13%
BRKM6,7.05,-0.73,-224.81,0.075,0.00%,0.061,0.75,5.82,-0.09,37.34,5.85,1.29%,-11.21%,1.28,1.54%,30942.60%,-0.73,-24999900.00,-1790.12,4.47%
VIVR3,1.10,-0.72,0.31,0.354,0.00%,0.144,0.87,10.34,-1.61,15.62,14.28,3.43%,-49.29%,1.60,1.48%,-42.51%,-0.72,138069000.00,0.25,12.01%
LATM11,28.65,-0.68,0.02,0.006,0.00%,0.003,-0.02,0.05,0.00,7.74,7.74,11.46%,-0.39%,0.49,6.55%,-2.37%,-0.68,11357000000.00,2.92,16.69%
TCSA3,1.40,-0.68,0.23,0.223,0.00%,0.071,0.38,-0.73,-0.30,-4.36,-4.62,-30.50%,-33.20%,1.68,-11.45%,-34.50%,-0.68,439733000.00,1.61,21.78%
CELM3,15.00,-0.67,-0.16,0.257,0.00%,0.132,-0.21,-1.02,-0.10,-4.26,-4.26,-25.14%,-38.36%,0.44,-15.60%,23.41%,-0.67,-11104000.00,-0.66,5.80%
IENG5,0.12,-0.65,0.79,1.374,0.00%,0.088,-0.93,3.10,-0.24,24.33,24.33,44.29%,-224.61%,0.85,2.84%,-122.41%,-0.65,52234000.00,5.45,8.13%
FHER3,5.79,-0.59,-0.64,0.067,0.00%,0.085,-1.68,-1.48,-0.22,0.13,0.17,-4.54%,-11.35%,0.94,-28.03%,107.98%,-0.59,-488746000.00,-0.05,25.49%
BRPR3,131.17,-0.57,0.05,0.695,1202.89%,0.038,1.73,12.11,-0.49,-3.70,-2.55,5.74%,-123.98%,1.12,0.35%,-9.34%,-0.57,1136910000.00,0.07,-25.05%
CTSA8,1.00,-0.57,0.12,0.258,0.00%,0.044,0.54,-0.48,-0.13,-3.48,-4.28,-54.35%,-45.69%,1.37,-10.65%,-21.36%,-0.57,230512000.00,0.91,-24.78%
PLAS3,5.99,-0.53,-0.15,0.069,0.00%,0.110,-0.26,7.57,-0.08,31.58,4.67,0.91%,-12.91%,0.45,1.77%,28.15%,-0.53,-497470000.00,-0.53,31.18%
FRTA3,1.31,-0.49,-0.04,0.357,0.00%,0.088,-0.03,-0.68,-0.03,-17.74,-18.74,-52.65%,-72.29%,0.03,-18.02%,7.17%,-0.49,-75884000.00,-0.89,-6.51%
REEM4,4.63,-0.48,-0.08,0.197,0.00%,0.137,-0.14,-4.33,-0.07,-3.84,-6.01,-4.54%,-40.65%,0.45,4.61%,15.78%,-0.48,-372708000.00,0.00,-13.59%
CCXC3,1.16,-0.48,-0.04,0.000,0.00%,0.185,0.00,-0.65,0.00,-0.52,-0.52,0.00%,0.00%,0.00,0.00%,7.85%,-0.48,-52699000.00,0.00,0.00%
CTSA3,1.50,-0.44,0.19,0.417,0.00%,0.067,-0.31,-0.67,-0.15,-3.67,-4.44,-61.96%,-94.57%,0.49,-11.42%,-43.64%,-0.44,216765000.00,0.98,-27.40%
SNSY5,3.64,-0.42,-0.01,0.030,0.00%,0.052,-13.79,0.73,-0.01,4.83,3.37,4.14%,-7.07%,0.99,8.26%,3.42%,-0.42,-1962800000.00,-0.09,16.94%
DOCA3,11.00,-0.4,-0.03,-3.064,0.00%,0.030,-0.32,-0.26,-0.02,-6.86,-6.76,1165.92%,636.17%,0.61,-12.48%,8.24%,-0.4,-390317000.00,-0.82,-38.80%
FGUI4,0.38,-0.39,-0.07,0.507,0.00%,0.798,-0.07,-1.83,-0.06,-14.24,-14.24,-27.72%,-129.00%,0.04,-60.74%,17.32%,-0.39,-222024000.00,-0.46,2.13%
WISA4,0.25,-0.35,-0.01,0.219,0.00%,0.029,-0.06,-0.31,-0.01,-19.27,-19.27,-71.41%,-62.75%,0.18,-9.78%,2.39%,-0.35,-205386000.00,-0.52,-48.66%
CTNM3,7.13,-0.33,-1.37,0.268,0.00%,0.075,-0.23,-0.51,-0.09,-3.33,-4.38,-52.50%,-145.15%,0.46,-17.60%,414.68%,-0.33,-159246000.00,-8.52,-7.27%
LETO3,0.80,-0.32,-0.05,0.000,0.00%,0.096,0.00,0.00,0.00,0.00,0.00,0.00%,0.00%,0.00,0.00%,17.05%,-0.32,-58642000.00,0.00,-17.38%
GOLL4,1.55,-0.32,-0.03,0.035,0.00%,0.030,-0.04,0.43,-0.02,12.14,5.56,8.04%,-10.98%,0.30,8.48%,8.53%,-0.32,-24031200000.00,-0.80,30.76%
RDNI3,2.20,-0.32,0.30,0.217,0.00%,0.058,0.47,-1.11,-0.15,-7.32,-7.89,-19.46%,-68.28%,1.44,-5.43%,-94.50%,-0.32,322857000.00,1.76,10.41%
AZUL4,4.20,-0.31,-0.06,0.077,0.00%,0.062,-0.11,0.47,-0.03,9.80,5.51,16.58%,-25.16%,0.27,16.87%,18.25%,-0.31,-26036000000.00,-1.17,31.40%
VVAR11,14.58,-0.29,0.16,0.017,0.00%,0.014,-0.11,0.37,-0.03,6.37,3.36,4.63%,-5.98%,0.75,5.49%,-55.33%,-0.29,2879000000.00,3.31,-0.93%
VVAR4,4.84,-0.29,0.16,0.017,0.00%,0.014,-0.10,0.37,-0.03,6.37,3.36,4.63%,-5.98%,0.75,5.49%,-55.33%,-0.29,2879000000.00,3.31,-0.93%
WISA3,0.20,-0.28,-0.01,0.175,0.00%,0.023,-0.05,-0.25,-0.01,-19.21,-19.21,-71.41%,-62.75%,0.18,-9.78%,2.39%,-0.28,-205386000.00,-0.52,-48.66%
PMAM4,5.84,-0.26,-0.07,1.007,0.00%,0.238,-0.09,-1.21,-0.06,-14.89,-20.30,-82.98%,-382.78%,0.08,-28.46%,28.12%,-0.26,-5493290000.00,-0.84,-45.98%
AGXY3,0.46,-0.23,0.17,0.016,0.00%,0.018,-0.27,-1.83,-0.08,-18.22,12.60,-0.86%,-6.97%,0.91,-1.92%,-72.76%,-0.23,705136000.00,2.05,19.51%
CTSA4,0.77,-0.23,0.10,0.214,0.00%,0.035,-0.16,-0.35,-0.08,-3.34,-4.04,-61.96%,-94.57%,0.49,-11.42%,-43.64%,-0.23,216765000.00,0.98,-27.40%
JFEN3,2.68,-0.22,0.27,0.261,0.00%,0.035,0.08,-0.49,-0.25,-3.76,-3.84,-53.68%,-117.63%,1.99,-7.71%,-120.61%,-0.22,121664000.00,2.09,-9.32%
NEXP3,3.74,-0.22,-0.06,0.128,0.00%,0.092,-0.12,-0.17,-0.04,-1.15,-1.44,-76.14%,-57.97%,0.34,-60.44%,27.12%,-0.22,-169058000.00,-0.40,-10.55%
DOCA4,5.00,-0.18,-0.01,-1.393,0.00%,0.014,-0.15,-0.12,-0.01,-6.71,-6.62,1165.92%,636.17%,0.61,-12.48%,8.24%,-0.18,-390317000.00,-0.82,-38.80%
BHIA3,2.99,-0.18,0.10,0.011,0.00%,0.009,-0.06,0.23,-0.02,6.22,3.29,4.63%,-5.98%,0.75,5.49%,-55.33%,-0.18,2879000000.00,3.31,-0.93%
RPMG3,2.75,-0.17,-0.03,0.032,0.00%,0.024,-0.13,-0.15,-0.03,-0.15,-0.15,-21.85%,-18.86%,0.84,-16.28%,17.71%,-0.17,-6147100000.00,0.00,43.35%
DUQE4,2.95,-0.17,-1.19,1.275,0.00%,0.045,-0.08,-0.17,-0.06,-1.23,-1.35,-732.92%,-767.60%,0.33,-28.21%,715.74%,-0.17,-6987000.00,-7.19,-42.70%
FTRX3,0.13,-0.15,-0.02,0.206,0.00%,0.023,-0.04,-0.19,-0.01,-1.77,-2.27,-106.22%,-138.83%,0.06,-11.99%,13.50%,-0.15,-154535000.00,-0.16,-31.25%
FTRX4,0.11,-0.13,-0.02,0.174,0.00%,0.019,-0.03,-0.16,-0.01,-1.74,-2.24,-106.22%,-138.83%,0.06,-11.99%,13.50%,-0.13,-154535000.00,-0.16,-31.25%
TEKA3,42.50,-0.13,-0.01,0.066,0.00%,0.017,-0.01,1.33,-0.01,39.59,31.09,4.95%,-52.80%,0.05,2.13%,7.76%,-0.13,-2202960000.00,-0.28,23.75%
TEKA4,31.65,-0.09,-0.01,0.049,0.00%,0.013,-0.01,0.99,0.00,39.25,30.83,4.95%,-52.80%,0.05,2.13%,7.76%,-0.09,-2202960000.00,-0.28,23.75%
FBMC4,1.96,-0.09,-0.02,0.095,0.00%,0.034,-0.04,-0.07,-0.02,-0.53,-0.59,-135.59%,-101.97%,0.31,-64.70%,24.19%,-0.09,-63552000.00,-0.15,-31.66%
MEND6,9.50,-0.08,-0.01,59.753,0.00%,0.104,-0.03,-0.10,-0.01,-13.57,-13.58,-60137.70%,-72830.50%,0.00,-104.94%,7.12%,-0.08,-16766600000.00,-0.79,8.88%
