ticker,Cotacao,P/L,P/VP,PSR,DY,P/Ativo,P/Cap.Giro,P/EBIT,P/ACL,EV/EBIT,EV/EBITDA,Mrg.Ebit,Mrg.Liq.,Liq.Corr.,ROIC,ROE,Liq.2meses,Pat.Liq,Div.Brut/Pat.,Cresc.5anos
ABCB4,22.50,6.22,0.90,0.000,6.68%,0.000,0.00,0.00,0.00,0.00,0.00,0.00%,0.00%,0.00,0.00%,14.41%,6.22,6138130000.00,0.00,55.27%
CSRN3,22.50,6.31,2.22,1.059,11.21%,0.662,60.99,4.08,-1.40,6.52,5.51,25.95%,16.77%,1.05,18.36%,35.17%,6.31,1703000000.00,1.55,9.35%
CAMB3,10.90,6.38,1.82,1.012,2.82%,1.260,4.63,4.56,7.07,4.28,3.82,22.18%,15.87%,2.27,32.95%,28.58%,6.38,252806000.00,0.04,30.48%
EEEL4,410.00,6.54,1.97,2.118,0.00%,0.669,5.15,3.79,-1.52,5.52,5.48,55.96%,32.57%,2.49,19.18%,30.08%,6.54,2000040000.00,1.10,12.58%
POMO3,5.10,6.54,1.62,0.867,8.50%,0.722,2.35,6.44,17.67,7.72,6.60,13.47%,13.33%,2.08,15.39%,24.84%,6.54,3566490000.00,0.74,15.28%
SOJA3,15.22,6.54,2.04,1.014,5.38%,0.782,2.30,7.81,3.13,8.21,7.71,12.97%,18.04%,1.97,16.00%,31.25%,6.54,1007310000.00,0.81,51.45%
LAVV3,9.10,6.58,1.37,1.764,7.06%,0.718,1.06,7.91,1.76,7.60,7.57,22.30%,28.04%,5.47,11.69%,20.88%,6.58,1321070000.00,0.34,31.98%
PLAS3,5.60,6.59,-0.16,0.072,0.00%,0.099,-0.25,-8.36,-0.08,-42.75,7.54,-0.86%,1.09%,0.47,-1.40%,-2.40%,6.59,-439298000.00,-0.72,27.11%
COCE5,30.78,6.59,0.55,0.288,3.13%,0.181,-0.79,1.66,-0.39,5.64,4.05,17.36%,4.36%,0.48,12.07%,8.41%,6.59,4320830000.00,1.36,12.51%
CIQU4,12.49,6.63,1.05,0.413,0.00%,0.515,3.33,4.25,7.55,7.50,5.23,9.72%,6.22%,1.36,12.70%,15.87%,6.63,296175000.00,0.84,16.23%
CIQU3,12.49,6.63,1.05,0.413,0.00%,0.515,3.33,4.25,7.55,7.50,5.23,9.72%,6.22%,1.36,12.70%,15.87%,6.63,296175000.00,0.84,16.23%
TRPL4,27.52,6.63,1.01,2.738,8.01%,0.478,3.96,5.30,-1.43,7.53,7.47,51.66%,42.17%,3.08,9.79%,15.18%,6.63,18016200000.00,0.58,18.52%
CMIG3,12.83,6.65,1.44,0.985,6.45%,0.639,18.75,4.99,-2.13,5.96,5.06,19.76%,14.82%,1.15,14.64%,21.72%,6.65,25414600000.00,0.46,11.07%
EEEL3,421.01,6.71,2.02,2.175,0.00%,0.687,5.29,3.89,-1.56,5.62,5.58,55.96%,32.57%,2.49,19.18%,30.08%,6.71,2000040000.00,1.10,12.58%
MELK3,3.74,6.76,0.62,0.683,13.02%,0.315,0.60,7.64,0.90,6.05,5.79,8.94%,14.80%,2.94,5.15%,9.23%,6.76,1236660000.00,0.23,24.10%
CPFE3,33.46,6.87,1.88,0.962,10.57%,0.510,-24.81,3.38,-1.06,5.34,4.57,28.47%,14.08%,0.92,17.07%,27.31%,6.87,20534000000.00,1.35,8.29%
KEPL3,9.78,6.89,2.25,1.120,10.41%,1.250,4.01,6.39,6.06,5.85,5.15,17.52%,16.26%,1.92,27.98%,32.72%,6.89,779763000.00,0.22,32.22%
EQPA6,7.00,6.93,3.05,1.481,10.86%,1.058,10.74,4.73,-2.95,5.84,5.15,31.34%,21.37%,1.50,26.38%,43.96%,6.93,5075140000.00,0.96,17.69%
CSRN6,24.72,6.94,2.44,1.163,11.22%,0.727,67.01,4.48,-1.53,6.92,5.85,25.95%,16.77%,1.05,18.36%,35.17%,6.94,1703000000.00,1.55,9.35%
MDNE3,13.73,6.96,0.84,0.966,0.00%,0.332,1.36,5.45,-1.93,5.95,5.72,17.72%,13.87%,2.28,6.79%,12.10%,6.96,1384340000.00,0.26,36.50%
COCE3,32.55,6.97,0.59,0.304,2.96%,0.191,-0.83,1.75,-0.41,5.73,4.12,17.36%,4.36%,0.48,12.07%,8.41%,6.97,4320830000.00,1.36,12.51%
ROMI3,10.98,7.01,0.87,0.869,6.56%,0.453,1.33,11.58,3.34,16.45,10.10,7.51%,12.46%,2.25,4.71%,12.40%,7.01,1177370000.00,0.62,12.35%
EQPA3,7.08,7.01,3.08,1.498,10.73%,1.070,10.86,4.78,-2.98,5.89,5.19,31.34%,21.37%,1.50,26.38%,43.96%,7.01,5075140000.00,0.96,17.69%
MRSA5B,28.50,7.03,1.44,1.407,3.12%,0.545,7.51,3.47,-1.42,4.77,3.57,40.53%,20.01%,1.44,19.72%,20.44%,7.03,6701670000.00,0.99,22.21%
BRSR5,14.90,7.22,0.62,0.000,4.22%,0.000,0.00,0.00,0.00,0.00,0.00,0.00%,0.00%,0.00,0.00%,8.62%,7.22,9798830000.00,0.00,4.70%
CIEL3,5.72,7.23,1.28,2.419,6.33%,0.144,2.50,12.32,5.46,7.93,5.66,19.64%,33.46%,1.07,15.63%,17.67%,7.23,12164500000.00,0.34,-7.35%
ALLL3,3.97,7.25,0.46,0.629,0.00%,0.146,1.19,1.85,-0.33,4.95,3.16,34.07%,8.71%,2.13,9.46%,6.33%,7.25,16050700000.00,1.24,14.81%
MGEL3,25.00,7.28,4.28,0.157,0.00%,0.194,0.87,2.06,-0.42,10.23,7.88,7.62%,2.16%,1.82,10.47%,58.79%,7.28,33770000.00,18.85,15.35%
VALE3,62.17,7.29,1.51,1.369,11.24%,0.616,30.52,3.43,-1.61,4.08,3.44,39.97%,19.00%,1.12,20.04%,20.68%,7.29,187211000000.00,0.39,5.19%
ITSA3,10.08,7.36,1.29,13.686,8.37%,1.001,12.88,179.19,-15.71,185.73,59.92,7.64%,191.10%,2.71,0.61%,17.58%,7.36,80435000000.00,0.15,10.72%
ITSA4,10.11,7.38,1.30,13.727,8.34%,1.004,12.92,179.72,-15.75,186.27,60.09,7.64%,191.10%,2.71,0.61%,17.58%,7.38,80435000000.00,0.15,10.72%
PSSA3,29.44,7.39,1.52,0.569,5.21%,0.426,5.46,0.69,-3.58,0.26,0.25,82.44%,7.83%,1.15,84.27%,20.59%,7.39,12505000000.00,0.00,18.04%
TUPY3,24.54,7.44,1.02,0.317,2.74%,0.329,1.03,3.92,-5.51,6.54,4.66,8.08%,4.25%,2.07,12.09%,13.71%,7.44,3471280000.00,1.22,27.50%
TRIS3,5.08,7.49,0.69,0.857,3.89%,0.336,0.70,9.50,1.26,16.27,15.51,9.02%,11.77%,2.70,4.07%,9.19%,7.49,1377560000.00,0.72,6.13%
COCE6,35.00,7.5,0.63,0.327,0.00%,0.206,-0.90,1.88,-0.44,5.86,4.21,17.36%,4.36%,0.48,12.07%,8.41%,7.5,4320830000.00,1.36,12.51%
BMGB4,3.56,7.52,0.52,0.000,12.35%,0.000,0.00,0.00,0.00,0.00,0.00,0.00%,0.00%,0.00,0.00%,6.93%,7.52,3985940000.00,0.00,-12.10%
SUZB3,52.45,7.54,1.53,1.803,2.25%,0.477,2.92,8.10,-1.09,15.21,8.03,22.27%,23.94%,2.89,7.07%,20.33%,7.54,44603800000.00,1.77,11.85%
GETT3,2.40,7.55,1.24,1.336,0.00%,0.081,3.13,6.04,3.36,6.86,4.78,22.13%,17.66%,1.03,1.36%,16.41%,7.55,3618060000.00,0.34,0.00%
GETT4,2.40,7.55,1.24,1.336,0.00%,0.081,3.13,6.04,3.36,6.86,4.78,22.13%,17.66%,1.03,1.36%,16.41%,7.55,3618060000.00,0.34,0.00%
CEBR5,18.38,7.59,1.26,3.732,10.33%,0.894,1.86,10.72,2.04,5.11,4.80,34.81%,63.31%,8.05,16.00%,16.60%,7.59,1051840000.00,0.00,-41.30%
SMTO3,32.37,7.59,1.63,1.627,3.88%,0.550,3.32,10.41,-1.54,16.23,5.10,15.62%,21.42%,2.18,6.40%,21.51%,7.59,6862370000.00,1.37,18.28%
DPPI4,38.90,7.62,2.28,-0.665,0.00%,1.718,3.98,87.28,4.46,73.74,73.74,-0.76%,-5.04%,3.14,3.00%,29.97%,7.62,545227000.00,0.06,15.14%
ECOR3,7.55,7.64,1.77,0.561,3.69%,0.191,-18.70,1.63,-0.29,6.07,4.82,34.34%,7.70%,0.96,14.71%,23.18%,7.64,2969360000.00,6.60,24.14%
MRSA6B,30.99,7.64,1.56,1.530,2.87%,0.593,8.16,3.77,-1.54,5.08,3.80,40.53%,20.01%,1.44,19.72%,20.44%,7.64,6701670000.00,0.99,22.21%
MRSA3B,31.00,7.65,1.56,1.530,0.00%,0.593,8.16,3.78,-1.54,5.08,3.80,40.53%,20.01%,1.44,19.72%,20.44%,7.65,6701670000.00,0.99,22.21%
CCTU4,37.28,7.65,0.92,0.307,0.00%,0.405,2.29,14.56,-28.32,21.77,21.77,2.10%,4.00%,1.48,2.96%,12.07%,7.65,82550000.00,0.48,12.54%
ENGI4,8.02,7.66,1.20,0.613,3.78%,0.259,4.45,2.61,-0.56,5.91,4.79,23.48%,10.71%,1.28,11.84%,15.72%,7.66,15247500000.00,2.12,11.07%
PLPL3,10.14,7.69,3.32,0.949,4.97%,1.021,1.81,3.44,5.28,3.58,3.48,27.61%,12.98%,2.84,40.24%,43.21%,7.69,623151000.00,0.59,28.40%
BEES3,8.99,7.71,1.25,0.000,7.28%,0.000,0.00,0.00,0.00,0.00,0.00,0.00%,0.00%,0.00,0.00%,16.21%,7.71,2271980000.00,0.00,12.49%
RSUL4,69.86,7.72,2.08,1.212,3.04%,1.092,3.62,4.82,14.80,4.16,3.87,25.15%,15.70%,2.23,30.15%,26.89%,7.72,204347000.00,0.06,22.21%
WLMM3,25.00,7.75,1.25,0.332,5.15%,1.031,2.20,5.92,2.60,5.73,5.54,5.60%,4.28%,5.56,19.07%,16.12%,7.75,728425000.00,0.03,26.88%
EKTR3,38.69,7.8,2.32,0.861,21.55%,0.646,11.04,3.63,-1.60,5.90,5.01,23.73%,11.03%,1.23,21.22%,29.71%,7.8,3235000000.00,1.79,7.24%
TXRX3,9.50,7.82,-0.12,0.358,0.00%,0.214,-0.23,-2.15,-0.09,-18.10,-20.75,-16.64%,4.58%,0.30,-10.32%,-1.58%,7.82,-328381000.00,-0.91,10.42%
JSLG3,9.79,7.82,1.65,0.347,3.24%,0.199,0.82,2.85,-0.43,8.65,5.78,12.17%,4.44%,2.42,10.07%,21.11%,7.82,1698340000.00,5.57,12.25%
MNPR3,13.50,7.84,-0.30,0.262,0.00%,0.284,-0.26,1.81,-0.21,1.81,1.50,14.50%,3.35%,0.34,16.53%,-3.88%,7.84,-315013000.00,0.00,12.53%
CYRE3,20.55,7.86,1.03,1.256,4.53%,0.470,1.25,8.28,8.25,10.67,10.08,15.16%,18.79%,3.14,6.75%,13.10%,7.86,7985750000.00,0.61,14.42%
FIQE3,3.40,7.87,1.08,1.327,8.33%,0.624,7.95,5.56,-3.74,5.47,2.70,23.85%,16.86%,1.44,13.72%,13.77%,7.87,1134990000.00,0.26,33.28%
REDE3,6.97,7.91,3.61,0.875,11.74%,0.518,13.77,3.21,-1.04,5.36,4.56,27.25%,15.28%,1.15,18.90%,45.71%,7.91,4069810000.00,3.12,11.22%
LEVE4,44.49,7.91,5.44,1.390,0.00%,1.932,7.56,7.44,-141.46,8.05,7.15,18.67%,17.57%,1.68,35.32%,68.84%,7.91,1107580000.00,0.82,17.50%
EKTR4,39.50,7.96,2.37,0.879,23.22%,0.660,11.27,3.70,-1.63,5.98,5.07,23.73%,11.03%,1.23,21.22%,29.71%,7.96,3235000000.00,1.79,7.24%
CEBR6,19.40,8.01,1.33,3.939,10.76%,0.943,1.96,11.32,2.16,5.70,5.36,34.81%,63.31%,8.05,16.00%,16.60%,8.01,1051840000.00,0.00,-41.30%
PRIO3,45.47,8.01,2.63,3.300,0.16%,1.318,12.85,5.69,-4.72,6.68,4.70,58.03%,41.20%,1.87,27.31%,32.89%,8.01,15396500000.00,0.72,66.69%
CMIN3,5.28,8.02,2.40,1.620,9.75%,0.974,3.48,4.91,-6.22,4.55,3.85,33.02%,20.20%,2.79,32.77%,29.88%,8.02,12084400000.00,0.69,-1.72%
NTCO3,15.60,8.04,0.98,0.848,4.75%,0.519,4.43,11.27,-4.94,11.45,6.76,7.52%,10.55%,1.47,6.30%,12.19%,8.04,22070700000.00,0.28,-12.69%
WSON33,67.00,8.07,0.98,1.067,0.00%,0.400,13.41,2.42,-0.89,5.08,5.08,44.14%,13.58%,1.26,18.36%,12.17%,8.07,2148530000.00,1.21,5.23%
CMET4,3.91,8.1,5.38,3.068,0.00%,3.136,9.47,5.72,27.20,5.34,5.34,53.63%,43.03%,2.64,81.40%,66.40%,8.1,2847970000.00,0.18,30.18%
RDTR3,6.30,8.11,1.37,0.000,0.00%,1.320,0.00,-1919.75,0.00,-1897.05,-219.41,0.00%,0.00%,0.00,0.00%,16.95%,8.11,497092000.00,0.00,0.00%
ITUB3,28.59,8.14,1.58,0.000,8.21%,0.000,0.00,0.00,0.00,0.00,0.00,0.00%,0.00%,0.00,0.00%,19.41%,8.14,177342000000.00,0.00,39.30%
EQPA7,8.24,8.16,3.59,1.744,9.22%,1.245,12.64,5.56,-3.47,6.68,5.89,31.34%,21.37%,1.50,26.38%,43.96%,8.16,5075140000.00,0.96,17.69%
BBDC3,11.55,8.17,0.77,0.000,10.32%,0.000,0.00,0.00,0.00,0.00,0.00,0.00%,0.00%,0.00,0.00%,9.37%,8.17,160563000000.00,0.00,-14.68%
BBSE3,33.32,8.19,5.54,0.000,8.61%,3.733,0.00,7.31,0.00,0.00,0.00,0.00%,0.00%,0.00,0.00%,67.70%,8.19,12020300000.00,0.00,0.00%
POMO4,6.43,8.25,2.05,1.093,6.74%,0.911,2.97,8.12,22.28,9.40,8.04,13.47%,13.33%,2.08,15.39%,24.84%,8.25,3566490000.00,0.74,15.28%
TRPL3,34.41,8.29,1.26,3.423,6.41%,0.597,4.95,6.63,-1.79,8.85,8.78,51.66%,42.17%,3.08,9.79%,15.18%,8.29,18016200000.00,0.58,18.52%
CPRE3,18.23,8.3,2.17,3.015,0.00%,0.964,-3.82,5.06,-2.29,5.22,4.20,59.56%,36.91%,0.33,20.54%,26.15%,8.3,4985740000.00,0.20,17.21%
CAML3,8.55,8.3,0.97,0.266,3.42%,0.282,0.88,5.04,-2.53,10.01,6.95,5.28%,3.20%,2.16,8.64%,11.67%,8.3,3087100000.00,1.86,19.51%
BEES4,9.71,8.33,1.35,0.000,6.74%,0.000,0.00,0.00,0.00,0.00,0.00,0.00%,0.00%,0.00,0.00%,16.21%,8.33,2271980000.00,0.00,12.49%
TTEN3,10.50,8.33,1.52,0.530,1.12%,0.703,3.11,10.83,6.18,11.51,10.07,4.89%,6.35%,1.53,11.97%,18.29%,8.33,3435220000.00,0.41,29.99%
VULC3,15.24,8.37,2.09,1.472,18.83%,1.440,2.95,7.82,3.47,7.54,6.35,18.82%,17.58%,3.04,24.19%,24.97%,8.37,2002700000.00,0.21,25.98%
BGIP4,23.15,8.39,0.63,0.000,9.92%,0.000,0.00,0.00,0.00,0.00,0.00,0.00%,0.00%,0.00,0.00%,7.57%,8.39,676771000.00,0.00,1.22%
HAGA3,2.65,8.44,-0.60,1.140,0.00%,0.500,1.03,-17.88,-0.52,-4.30,-12.87,-6.38%,13.51%,2.24,-10.28%,-7.09%,8.44,-52754200.00,-0.39,1.40%
BMKS3,329.01,8.46,0.72,10.197,11.93%,0.618,0.85,-34.67,0.98,4.10,4.21,-29.41%,120.58%,19.87,-6.33%,8.46%,8.46,209194000.00,0.03,-2.83%
AGIN3,5.29,8.46,1.23,1.816,0.00%,0.565,1.29,10.92,3.55,14.68,14.68,16.63%,21.83%,2.72,5.59%,14.56%,8.46,1028210000.00,0.55,44.17%
AELP3,1.93,8.49,-200.57,-0.062,0.00%,5.216,0.00,-12.58,0.00,-11.94,-11.98,0.49%,-0.73%,0.00,0.00%,-2363.83%,8.49,-904000.00,0.00,1.18%
CPSL3,38.02,8.56,3.49,0.787,0.00%,2.043,7.39,5.79,11.84,5.48,5.48,13.59%,9.20%,1.89,57.15%,40.82%,8.56,1634730000.00,0.17,16.21%
CEBR3,20.93,8.64,1.43,4.250,9.07%,1.018,2.12,12.21,2.33,6.59,6.20,34.81%,63.31%,8.05,16.00%,16.60%,8.64,1051840000.00,0.00,-41.30%
TMGC12,550.00,8.71,1.12,0.800,0.00%,0.770,4.66,12.27,8.22,10.94,10.94,6.52%,9.18%,1.69,8.73%,12.83%,8.71,1167010000.00,0.05,10.49%
ACES4,94.73,8.74,2.27,1.683,0.00%,1.430,6.37,7.16,20.65,6.50,6.50,23.52%,19.27%,2.05,26.90%,25.95%,8.74,3105800000.00,0.09,13.34%
BRBI11,14.30,8.76,1.82,5.382,9.23%,0.134,2.02,61.68,2.02,12.02,9.39,8.73%,61.44%,1.07,20.39%,20.74%,8.76,826376000.00,11.92,-34.76%
ACES3,95.27,8.79,2.28,1.693,0.00%,1.438,6.40,7.20,20.77,6.54,6.54,23.52%,19.27%,2.05,26.90%,25.95%,8.79,3105800000.00,0.09,13.34%
BPAC5,8.10,8.82,1.79,0.000,4.89%,0.000,0.00,0.00,0.00,0.00,0.00,0.00%,0.00%,0.00,0.00%,20.33%,8.82,51962100000.00,0.00,51.65%
SHUL4,6.48,8.82,1.76,1.225,5.70%,0.958,2.28,10.31,4.61,9.53,7.38,11.89%,13.88%,2.74,15.18%,19.89%,8.82,1319420000.00,0.47,19.16%
EGIE3,45.78,8.83,3.47,3.577,5.10%,0.822,12.85,7.06,-1.49,10.08,8.55,50.67%,40.52%,1.51,13.51%,39.26%,8.83,10778800000.00,1.97,-0.19%
CZRS4,2.49,8.89,0.30,0.000,0.00%,0.000,0.00,0.00,0.00,0.00,0.00,0.00%,0.00%,0.00,0.00%,3.34%,8.89,1145670000.00,0.00,14.44%
CSUD3,19.71,8.91,1.84,1.535,5.50%,1.225,20.81,6.93,-24.74,6.99,4.57,22.15%,17.23%,1.26,21.92%,20.67%,8.91,447312000.00,0.22,5.40%
EQPA5,9.00,8.91,3.92,1.905,8.44%,1.360,13.81,6.08,-3.79,7.19,6.34,31.34%,21.37%,1.50,26.38%,43.96%,8.91,5075140000.00,0.96,17.69%
AFLU5,5.03,8.93,2.14,2.911,0.00%,1.875,9.63,8.32,11.92,7.38,7.05,34.98%,32.59%,3.27,31.18%,23.93%,8.93,44270000.00,0.00,8.61%
BBDC4,12.67,8.96,0.84,0.000,10.35%,0.000,0.00,0.00,0.00,0.00,0.00,0.00%,0.00%,0.00,0.00%,9.37%,8.96,160563000000.00,0.00,-14.68%
VIVO3,65.79,8.99,2.69,1.366,0.00%,1.175,-29.21,6.21,-4.74,6.65,6.65,22.01%,15.20%,0.89,23.92%,29.88%,8.99,9816290000.00,0.35,13.06%
LJQQ3,4.43,9.01,1.39,0.356,3.66%,0.264,1.03,15.31,-1.52,18.35,5.68,2.33%,3.96%,1.67,2.17%,15.46%,9.01,620719000.00,0.85,11.40%
PFRM3,5.61,9.01,0.55,0.078,6.88%,0.132,0.65,3.16,6.40,5.93,3.50,2.47%,0.96%,1.38,7.55%,6.15%,9.01,1254510000.00,0.72,15.96%
BGIP3,24.87,9.01,0.68,0.000,8.40%,0.000,0.00,0.00,0.00,0.00,0.00,0.00%,0.00%,0.00,0.00%,7.57%,9.01,676771000.00,0.00,1.22%
CNFB4,5.99,9.01,1.57,1.511,0.00%,0.872,3.47,8.27,53.95,10.05,7.85,18.27%,16.77%,2.20,12.01%,17.39%,9.01,1552470000.00,0.47,-10.61%
BLAU3,11.99,9.04,1.07,1.459,2.33%,0.680,1.79,10.15,4.53,10.89,9.02,14.37%,15.98%,3.82,8.45%,11.78%,9.04,2019480000.00,0.30,8.41%
ENGI11,47.50,9.08,1.43,0.726,3.19%,0.307,5.27,3.09,-0.66,6.39,5.18,23.48%,10.71%,1.28,11.84%,15.72%,9.08,15247500000.00,2.12,11.07%
AFLU3,5.15,9.15,2.19,2.981,0.00%,1.919,9.86,8.52,12.21,7.57,7.24,34.98%,32.59%,3.27,31.18%,23.93%,9.15,44270000.00,0.00,8.61%
TGMA3,25.55,9.16,1.93,1.030,7.16%,1.380,3.75,7.83,6.06,7.25,6.50,13.15%,11.29%,3.55,24.56%,21.11%,9.16,872453000.00,0.20,8.66%
GRND3,6.05,9.34,1.49,2.225,5.33%,1.283,2.36,13.78,2.38,10.99,9.01,16.15%,23.82%,5.09,13.56%,15.92%,9.34,3669650000.00,0.05,6.12%
MRSL4,3.05,9.48,0.91,0.816,0.00%,0.609,2.19,15.08,5.80,16.51,8.83,5.41%,8.69%,2.78,4.44%,9.63%,9.48,375151000.00,0.16,7.10%
ITUB4,33.45,9.53,1.85,0.000,7.01%,0.000,0.00,0.00,0.00,0.00,0.00,0.00%,0.00%,0.00,0.00%,19.41%,9.53,177342000000.00,0.00,39.30%
DXCO3,7.01,9.55,0.90,0.756,4.09%,0.315,2.33,7.20,-1.00,13.08,5.20,10.51%,8.17%,1.70,5.56%,9.45%,9.55,6372670000.00,1.18,10.71%
BMIN4,15.61,9.56,0.55,0.000,8.97%,0.000,0.00,0.00,0.00,0.00,0.00,0.00%,0.00%,0.00,0.00%,5.77%,9.56,136460000.00,0.00,26.60%
ELPL3,49.32,9.65,3.15,0.507,0.00%,0.341,-4.64,2.96,-0.52,5.18,4.01,17.11%,5.26%,0.76,12.72%,32.66%,9.65,3091000000.00,2.43,6.98%
MDIA3,27.95,9.73,1.22,0.903,2.33%,0.764,2.71,7.27,8.41,7.17,5.61,12.43%,9.28%,2.54,14.47%,12.56%,9.73,7752090000.00,0.27,14.95%
WLMM4,31.40,9.74,1.57,0.417,4.51%,1.295,2.77,7.44,3.27,7.25,7.01,5.60%,4.28%,5.56,19.07%,16.12%,9.74,728425000.00,0.03,26.88%
IRBR3,30.96,9.74,0.57,0.455,0.00%,0.170,0.00,-48.87,0.00,0.00,0.00,-0.93%,4.67%,0.00,0.00%,5.86%,9.74,4456840000.00,0.00,0.00%
RECV3,20.59,9.75,1.30,2.128,9.73%,0.878,109.91,8.90,-5.90,9.17,4.69,23.90%,21.81%,1.05,11.35%,13.32%,9.75,4651430000.00,0.19,37.67%
CTWR3,100.00,9.76,56.77,0.317,0.00%,1.141,3.79,-10.64,-142.17,-8.91,-8.91,-2.98%,3.25%,1.45,-21.86%,581.91%,9.76,879000.00,5.52,4.94%
RAPT3,10.16,9.8,1.16,0.311,5.73%,0.247,0.89,2.59,-2.29,4.93,4.00,12.00%,5.91%,1.89,13.64%,11.87%,9.8,2875310000.00,2.09,23.40%
VIVO4,71.80,9.81,2.93,1.491,0.00%,1.282,-31.87,6.78,-5.17,7.22,7.22,22.01%,15.20%,0.89,23.92%,29.88%,9.81,9816290000.00,0.35,13.06%
BALM4,10.25,9.82,0.67,0.600,7.58%,0.393,0.85,4.47,1.32,2.64,2.16,13.40%,4.50%,2.86,12.19%,6.82%,9.82,149905000.00,0.13,2.84%
UGPA3,23.00,9.83,1.86,0.204,2.83%,0.701,3.83,4.79,-4.53,6.73,5.54,4.25%,2.14%,1.68,18.99%,18.87%,9.83,13828200000.00,1.04,12.80%
UNIP3,50.98,9.84,2.30,1.296,4.93%,0.820,2.60,8.01,-5.81,8.52,6.27,16.17%,13.22%,2.73,16.08%,23.37%,9.84,2532350000.00,1.04,12.95%
MILS3,11.26,9.85,1.82,1.955,2.88%,0.899,3.75,5.58,-8.11,6.52,4.47,35.01%,19.88%,2.55,22.82%,18.47%,9.85,1511550000.00,0.78,33.42%
UNIP5,51.16,9.88,2.31,1.301,5.40%,0.823,2.60,8.04,-5.83,8.55,6.29,16.17%,13.22%,2.73,16.08%,23.37%,9.88,2532350000.00,1.04,12.95%
VULC4,18.00,9.89,2.47,1.738,0.00%,1.701,3.49,9.24,4.09,8.96,7.55,18.82%,17.58%,3.04,24.19%,24.97%,9.89,2002700000.00,0.21,25.98%
TCSL4,7.82,9.95,0.83,1.105,0.00%,0.475,8.93,5.69,-2.20,5.61,2.18,19.44%,11.11%,1.34,9.67%,8.33%,9.95,22847800000.00,0.14,2.29%
UNIP6,51.55,9.95,2.33,1.310,5.36%,0.829,2.62,8.10,-5.87,8.61,6.34,16.17%,13.22%,2.73,16.08%,23.37%,9.95,2532350000.00,1.04,12.95%
SANB3,13.10,10.02,1.13,0.000,5.86%,0.000,0.00,0.00,0.00,0.00,0.00,0.00%,0.00%,0.00,0.00%,11.30%,10.02,86735700000.00,0.00,-1.99%
USIM3,7.45,10.03,0.39,0.351,3.45%,0.237,0.76,67.17,2.20,69.36,7.68,0.52%,4.25%,3.55,0.45%,3.91%,10.03,23843300000.00,0.25,17.54%
ENBR3,24.08,10.09,1.26,0.803,0.00%,0.410,9.32,3.26,-1.05,5.53,4.22,24.63%,9.20%,1.21,14.29%,12.46%,10.09,11128500000.00,1.12,3.64%
MRSL3,3.30,10.25,0.99,0.883,0.00%,0.658,2.37,16.32,6.28,17.74,9.50,5.41%,8.69%,2.78,4.44%,9.63%,10.25,375151000.00,0.16,7.10%
UCAS3,2.25,10.29,0.77,0.689,8.93%,0.411,3.96,36.52,-4.04,38.74,11.35,1.89%,6.69%,1.40,1.43%,7.48%,10.29,193055000.00,0.39,12.06%
TRFO3,4.53,10.32,2.58,0.804,0.00%,1.039,4.65,5.52,7.37,5.12,5.12,14.58%,7.80%,1.43,27.63%,25.01%,10.32,76165000.00,0.26,16.47%
BESP3,330.00,10.38,2.47,0.000,0.00%,0.000,0.00,0.00,0.00,0.00,0.00,0.00%,0.00%,0.00,0.00%,23.77%,10.38,5183100000.00,0.00,1.83%
TCOC4,27.20,10.43,1.26,1.558,0.00%,0.915,2.65,10.14,3.07,7.89,7.89,15.37%,14.93%,2.53,13.98%,12.06%,10.43,2812920000.00,0.04,16.71%
LOGG3,23.74,10.49,0.61,11.144,3.09%,0.364,7.57,15.79,-1.28,27.89,27.11,70.59%,106.85%,1.67,2.40%,5.86%,10.49,3754330000.00,0.52,15.28%
SANB11,27.71,10.6,1.20,0.000,5.82%,0.000,0.00,0.00,0.00,0.00,0.00,0.00%,0.00%,0.00,0.00%,11.30%,10.6,86735700000.00,0.00,-1.99%
USIM5,7.92,10.66,0.42,0.373,3.57%,0.252,0.81,71.41,2.34,73.60,8.15,0.52%,4.25%,3.55,0.45%,3.91%,10.66,23843300000.00,0.25,17.54%
TAEE3,11.55,10.66,1.69,3.510,10.73%,0.608,17.33,6.23,-1.30,10.76,10.67,56.36%,32.93%,1.26,10.40%,15.87%,10.66,7056880000.00,1.38,5.29%
VITT3,5.90,10.66,1.51,1.252,4.68%,0.994,3.29,11.34,3.64,13.88,11.08,11.04%,11.73%,1.97,9.30%,14.15%,10.66,605093000.00,0.37,7.48%
ENMT4,74.55,10.68,4.28,2.074,6.20%,1.219,27.23,6.78,-2.73,8.59,7.67,30.58%,19.41%,1.20,20.48%,40.09%,10.68,3811240000.00,1.42,12.66%
TRFO4,4.70,10.7,2.68,0.835,0.00%,1.078,4.82,5.73,7.65,5.33,5.33,14.58%,7.80%,1.43,27.63%,25.01%,10.7,76165000.00,0.26,16.47%
GEPA3,26.00,10.73,0.00,2.435,16.13%,0.000,0.00,8.28,0.00,8.28,5.64,29.42%,22.69%,0.00,0.00%,0.00%,10.73,0.00,0.00,-6.31%
TAEE11,34.89,10.73,1.70,3.535,10.66%,0.612,17.45,6.27,-1.31,10.81,10.71,56.36%,32.93%,1.26,10.40%,15.87%,10.73,7056880000.00,1.38,5.29%
