ticker,Cotacao,P/L,P/VP,PSR,DY,P/Ativo,P/Cap.Giro,P/EBIT,P/ACL,EV/EBIT,EV/EBITDA,Mrg.Ebit,Mrg.Liq.,Liq.Corr.,ROIC,ROE,Liq.2meses,Pat.Liq,Div.Brut/Pat.,Cresc.5anos
FESA4,8.90,10.76,0.97,1.411,5.81%,0.769,2.81,12.17,4.78,10.49,5.73,11.59%,13.13%,3.82,7.88%,9.05%,10.76,3231320000.00,0.08,18.14%
SMLS3,22.40,10.78,4.09,4.212,0.00%,1.017,18.78,10.37,-6.72,10.13,9.06,40.62%,39.07%,1.10,10.69%,37.96%,10.78,679678000.00,0.00,-22.20%
TAEE4,11.69,10.79,1.71,3.553,10.60%,0.616,17.54,6.30,-1.31,10.84,10.74,56.36%,32.93%,1.26,10.40%,15.87%,10.79,7056880000.00,1.38,5.29%
BESP4,344.00,10.82,2.57,0.000,0.00%,0.000,0.00,0.00,0.00,0.00,0.00,0.00%,0.00%,0.00,0.00%,23.77%,10.82,5183100000.00,0.00,1.83%
HYPE3,29.21,10.87,1.58,2.300,4.11%,0.732,4.78,7.36,-3.79,10.31,9.36,31.26%,21.14%,1.81,11.57%,14.53%,10.87,11711400000.00,0.90,23.31%
GEPA4,26.50,10.94,0.00,2.482,15.82%,0.000,0.00,8.44,0.00,8.44,5.75,29.42%,22.69%,0.00,0.00%,0.00%,10.94,0.00,0.00,-6.31%
LUXM3,10.00,11.04,1.66,1.493,0.00%,1.212,-81.67,8.34,-8.06,8.12,5.25,17.90%,13.52%,0.89,15.72%,15.05%,11.04,125057000.00,0.02,6.04%
GRNL4,470.00,11.09,1.07,7.231,0.00%,0.975,8.04,-64.72,15.01,-63.22,-63.22,-11.17%,65.19%,4.35,-1.65%,9.69%,11.09,93104000.00,0.05,21.48%
ELUM3,36.00,11.12,1.50,0.940,0.00%,0.886,2.31,14.76,2.51,10.02,10.02,6.37%,8.46%,2.02,9.40%,13.47%,11.12,443231000.00,0.08,8.40%
SANB4,14.58,11.15,1.26,0.000,5.79%,0.000,0.00,0.00,0.00,0.00,0.00,0.00%,0.00%,0.00,0.00%,11.30%,11.15,86735700000.00,0.00,-1.99%
RIPI3,48.01,11.23,-28.94,-7.449,0.00%,7.092,-59.55,-8.79,-16.76,-9.31,-9.31,84.70%,-66.31%,0.87,-99.10%,-257.61%,11.23,-49103000.00,-2.44,5.82%
DIRR3,27.41,11.24,2.26,1.927,7.55%,0.604,2.01,10.52,-2.11,11.02,9.67,18.32%,19.60%,3.39,6.88%,20.10%,11.24,2105010000.00,0.67,15.71%
CZLT33,29.23,11.24,1.39,0.526,0.00%,0.145,1.87,3.10,-0.29,10.26,4.03,16.97%,9.14%,1.58,5.31%,12.36%,11.24,5691680000.00,3.93,7.88%
EMAE4,47.20,11.32,1.57,2.819,4.44%,0.823,2.27,29.04,-22.61,21.77,19.48,9.71%,24.90%,5.73,3.59%,13.87%,11.32,1110980000.00,0.00,8.83%
RIPI4,48.50,11.35,-29.24,-7.525,0.00%,7.164,-60.16,-8.88,-16.93,-9.40,-9.40,84.70%,-66.31%,0.87,-99.10%,-257.61%,11.35,-49103000.00,-2.44,5.82%
RAPT4,11.77,11.35,1.35,0.360,4.94%,0.286,1.03,3.00,-2.66,5.34,4.34,12.00%,5.91%,1.89,13.64%,11.87%,11.35,2875310000.00,2.09,23.40%
EBCO4,1.00,11.46,0.80,0.330,0.00%,0.351,50.21,8.51,-14.31,8.26,8.26,3.88%,2.90%,1.01,5.04%,7.00%,11.46,828097000.00,0.02,6.09%
BRIT3,4.06,11.5,1.20,1.435,2.15%,0.559,10.20,7.32,-1.71,10.66,4.46,19.60%,12.46%,1.36,9.16%,10.40%,11.5,1524660000.00,0.83,27.48%
BPAC11,31.71,11.51,2.34,0.000,3.74%,0.000,0.00,0.00,0.00,0.00,0.00,0.00%,0.00%,0.00,0.00%,20.33%,11.51,51962100000.00,0.00,51.65%
TASA4,12.43,11.55,1.40,0.886,3.25%,0.723,4.24,8.84,10.11,10.40,8.65,10.02%,7.67%,1.45,9.80%,12.09%,11.55,1128000000.00,0.47,12.69%
UGPA4,27.10,11.58,2.19,0.240,0.00%,0.826,4.52,5.65,-5.34,7.59,6.24,4.25%,2.14%,1.68,18.99%,18.87%,11.58,13828200000.00,1.04,12.80%
AGRO3,26.74,11.6,1.40,2.503,12.01%,0.822,4.41,14.63,-16.73,19.11,12.98,17.10%,21.58%,2.04,6.48%,12.09%,11.6,1957410000.00,0.54,11.74%
TEMP3,4.15,11.64,4.92,0.980,0.00%,2.014,9.98,10.60,19.39,9.55,7.74,9.25%,8.42%,1.41,34.49%,42.27%,11.64,135736000.00,0.23,-13.11%
TASA3,12.56,11.67,1.41,0.895,3.21%,0.731,4.29,8.93,10.21,10.49,8.73,10.02%,7.67%,1.45,9.80%,12.09%,11.67,1128000000.00,0.47,12.69%
BALM3,12.19,11.68,0.80,0.713,6.37%,0.467,1.01,5.32,1.57,3.48,2.85,13.40%,4.50%,2.86,12.19%,6.82%,11.68,149905000.00,0.13,2.84%
WEGE4,16.10,11.75,3.88,2.058,0.00%,2.113,6.90,9.14,9.05,8.62,7.93,22.52%,18.03%,1.84,31.99%,33.05%,11.75,17407300000.00,0.15,24.33%
NAFG3,64.37,11.8,2.76,1.102,0.00%,1.153,3.20,7.35,60.48,8.64,6.57,14.99%,9.28%,2.52,19.92%,23.42%,11.8,316392000.00,0.81,9.49%
NAFG4,64.42,11.81,2.76,1.103,0.00%,1.154,3.20,7.36,60.52,8.65,6.57,14.99%,9.28%,2.52,19.92%,23.42%,11.81,316392000.00,0.81,9.49%
NUTR3,4.89,11.82,1.75,0.320,0.00%,0.574,2.04,5.66,95.66,6.23,5.79,5.65%,2.70%,1.71,13.05%,14.78%,11.82,37072000.00,0.20,32.93%
CXSE3,14.30,11.84,3.19,0.000,7.46%,2.886,41.96,-357.97,42.12,-347.42,-347.44,0.00%,0.00%,1.71,-0.88%,26.98%,11.84,13429400000.00,0.00,0.00%
LREN3,13.30,11.99,1.27,0.930,4.94%,0.672,3.00,4.51,6.83,4.15,2.96,20.61%,7.76%,1.65,18.65%,10.58%,11.99,10099800000.00,0.14,14.43%
CSED3,4.18,12.0,1.07,0.641,3.94%,0.340,-8.88,3.72,-0.71,4.44,2.70,17.25%,5.34%,0.84,10.54%,8.91%,12.0,1425110000.00,0.55,9.79%
FIBR3,66.30,12.03,2.59,2.010,7.59%,0.899,9.59,5.13,-2.54,7.17,5.29,39.18%,16.75%,1.46,22.95%,21.57%,12.03,14149000000.00,1.46,22.71%
EBCO3,1.05,12.03,0.84,0.346,0.00%,0.368,52.72,8.94,-15.02,8.68,8.68,3.88%,2.90%,1.01,5.04%,7.00%,12.03,828097000.00,0.02,6.09%
CURY3,21.95,12.06,6.37,2.048,9.96%,1.877,5.02,8.96,33.26,8.38,8.08,22.86%,17.76%,2.09,32.10%,52.79%,12.06,1006210000.00,0.60,35.00%
ENMT3,85.00,12.18,4.88,2.364,5.44%,1.389,31.05,7.73,-3.11,9.54,8.52,30.58%,19.41%,1.20,20.48%,40.09%,12.18,3811240000.00,1.42,12.66%
MPLU3,26.80,12.2,17.37,6.877,0.00%,2.676,50.65,10.34,66.01,7.71,7.28,66.52%,56.37%,1.06,129.57%,142.40%,12.2,250279000.00,0.00,-18.88%
BMIN3,20.00,12.25,0.71,0.000,6.36%,0.000,0.00,0.00,0.00,0.00,0.00,0.00%,0.00%,0.00,0.00%,5.77%,12.25,136460000.00,0.00,26.60%
CPLE3,8.91,12.28,1.09,1.244,3.88%,0.479,6.92,7.56,-1.56,10.19,7.30,16.45%,10.41%,1.39,7.40%,8.86%,12.28,24417600000.00,0.62,6.54%
ABEV3,11.40,12.39,2.07,2.260,6.40%,1.342,-758.56,10.64,-15.27,10.04,7.37,21.24%,18.80%,0.99,16.90%,16.75%,12.39,86594300000.00,0.04,11.60%
EZTC3,14.25,12.4,0.67,2.939,1.94%,0.535,1.42,30.83,2.31,31.65,25.25,9.53%,23.92%,9.13,2.02%,5.40%,12.4,4702530000.00,0.18,5.54%
AMPI3,55.00,12.41,2.74,0.247,0.00%,0.177,5.68,0.98,-0.68,1.99,1.73,25.18%,15.11%,1.12,21.22%,22.09%,12.41,240799000.00,4.48,14.12%
ODPV3,11.80,12.58,4.39,3.030,9.02%,2.799,-112.60,11.09,-33.80,10.17,9.36,27.33%,24.10%,0.92,33.34%,34.92%,12.58,1484650000.00,0.00,4.69%
TMGC7,800.01,12.68,1.63,1.164,0.00%,1.120,6.77,17.85,11.96,16.52,16.52,6.52%,9.18%,1.69,8.73%,12.83%,12.68,1167010000.00,0.05,10.49%
JOPA3,21.00,12.78,0.38,0.105,2.06%,0.099,0.25,1.83,1.70,6.93,6.18,5.73%,1.09%,2.18,7.77%,2.97%,12.78,585855000.00,2.14,14.71%
SMFT3,23.00,12.88,2.56,2.981,2.34%,0.914,13.33,13.98,-2.17,15.78,6.99,21.33%,23.32%,1.45,7.99%,19.87%,12.88,5269760000.00,0.77,20.13%
AVIL3,0.93,12.97,4.16,2.338,0.00%,2.227,3.89,10.00,9.02,9.40,9.40,23.38%,18.01%,5.14,40.99%,32.03%,12.97,1106590000.00,0.52,1.74%
DXTG4,3.68,13.02,1.32,0.675,0.00%,0.689,2.44,6.26,7.48,6.33,6.33,10.78%,6.60%,2.77,12.31%,10.10%,13.02,768999000.00,0.04,8.30%
SFSA4,4.40,13.1,0.82,0.000,0.00%,0.000,0.00,0.00,0.00,0.00,0.00,0.00%,0.00%,0.00,0.00%,6.25%,13.1,739524000.00,0.00,0.15%
GMAT3,7.25,13.11,1.82,0.566,1.44%,0.970,2.74,10.21,6.67,11.87,9.66,5.55%,4.37%,2.41,12.50%,13.86%,13.11,8813800000.00,0.45,29.06%
KLBN4,4.16,13.15,2.27,1.459,5.07%,0.453,2.23,7.00,-1.02,12.89,6.62,20.85%,11.61%,2.79,8.63%,17.29%,13.15,11310500000.00,2.96,16.49%
KLBN11,20.82,13.16,2.28,1.460,5.07%,0.453,2.23,7.00,-1.02,12.89,6.63,20.85%,11.61%,2.79,8.63%,17.29%,13.16,11310500000.00,2.96,16.49%
KLBN3,4.17,13.18,2.28,1.462,5.06%,0.454,2.23,7.01,-1.02,12.90,6.63,20.85%,11.61%,2.79,8.63%,17.29%,13.18,11310500000.00,2.96,16.49%
GETI3,14.45,13.19,3.44,1.916,0.00%,1.314,-15.63,6.98,-3.19,8.20,6.76,27.43%,14.52%,0.71,22.70%,26.09%,13.19,1601130000.00,0.86,13.39%
GETI4,14.46,13.2,3.44,1.917,0.00%,1.315,-15.64,6.99,-3.20,8.20,6.76,27.43%,14.52%,0.71,22.70%,26.09%,13.2,1601130000.00,0.86,13.39%
LPSB3,1.92,13.21,1.32,1.594,2.12%,0.704,7.20,7.31,-3.65,5.49,3.77,21.81%,19.59%,1.53,11.97%,10.02%,13.21,214201000.00,0.00,3.61%
TIMS3,16.10,13.24,1.56,1.605,6.30%,0.717,-15.98,7.55,-2.05,7.52,3.17,21.27%,12.12%,0.81,10.98%,11.77%,13.24,25025200000.00,0.13,9.66%
INTB3,23.00,13.3,2.84,1.835,2.73%,1.472,3.30,14.99,5.47,14.17,12.15,12.24%,13.82%,2.49,18.79%,21.32%,13.3,2656410000.00,0.36,21.31%
RGEG3,3.00,13.42,1.60,0.770,0.00%,0.609,-98.28,6.23,-1.76,10.04,11.70,12.36%,5.74%,0.98,11.69%,11.90%,13.42,1915180000.00,1.15,10.09%
OPCT3,6.73,13.46,1.62,0.746,0.00%,0.548,10.92,5.24,-1.53,9.00,4.62,14.22%,5.54%,1.20,12.27%,12.01%,13.46,832641000.00,1.43,41.54%
MULT3,24.30,13.51,2.06,6.990,4.15%,1.262,23.73,9.83,-5.68,11.17,10.23,71.12%,51.73%,1.48,14.48%,15.24%,13.51,7087620000.00,0.44,16.23%
PNVL3,9.75,13.55,1.23,0.315,4.12%,0.458,1.94,9.17,-24.81,14.48,6.40,3.43%,2.32%,1.64,7.10%,9.04%,13.55,1196820000.00,0.93,14.92%
PTNT4,6.24,13.57,0.77,0.401,3.40%,0.354,1.15,8.60,5.39,11.70,6.13,4.66%,5.89%,2.50,5.58%,5.70%,13.57,387672000.00,0.66,9.50%
ALUP4,10.36,13.71,1.29,2.982,3.79%,0.341,4.38,4.27,-0.80,8.08,7.55,69.80%,35.31%,1.67,8.97%,9.42%,13.71,7622200000.00,1.54,-12.15%
FRAS3,20.12,13.73,2.76,1.602,3.01%,1.305,3.58,9.82,14.73,9.56,7.72,16.31%,12.01%,2.48,21.60%,20.10%,13.73,1968450000.00,0.56,25.54%
CPLE6,9.98,13.76,1.22,1.393,3.81%,0.537,7.75,8.47,-1.75,11.10,7.95,16.45%,10.41%,1.39,7.40%,8.86%,13.76,24417600000.00,0.62,6.54%
CPLE11,50.12,13.82,1.22,1.399,3.28%,0.539,7.79,8.51,-1.75,11.14,7.98,16.45%,10.41%,1.39,7.40%,8.86%,13.82,24417600000.00,0.62,6.54%
ALUP11,31.40,13.86,1.31,3.012,3.75%,0.344,4.43,4.32,-0.81,8.12,7.59,69.80%,35.31%,1.67,8.97%,9.42%,13.86,7622200000.00,1.54,-12.15%
ARCE3,54.00,14.01,2.60,2.461,0.00%,1.726,11.33,8.89,102.03,9.07,9.07,27.70%,19.46%,1.97,22.04%,18.59%,14.01,13495400000.00,0.17,48.47%
BMOB3,14.85,14.1,1.17,0.961,3.51%,0.891,1.99,13.35,2.15,7.74,4.79,7.20%,6.82%,3.22,12.27%,8.29%,14.1,1105870000.00,0.00,88.41%
ALUP3,10.74,14.22,1.34,3.091,3.66%,0.353,4.54,4.43,-0.83,8.24,7.69,69.80%,35.31%,1.67,8.97%,9.42%,14.22,7622200000.00,1.54,-12.15%
MATD3,5.02,14.26,1.14,0.854,1.49%,0.365,2.61,4.48,-0.88,6.88,5.54,19.07%,6.88%,2.34,8.81%,8.01%,14.26,1681710000.00,0.75,48.75%
TMGC11,900.00,14.26,1.83,1.309,0.00%,1.260,7.62,20.08,13.46,18.75,18.75,6.52%,9.18%,1.69,8.73%,12.83%,14.26,1167010000.00,0.05,10.49%
VIVA3,22.35,14.4,2.68,2.357,1.67%,1.645,3.98,12.33,6.92,12.00,9.03,19.12%,16.36%,2.96,15.86%,18.60%,14.4,1969940000.00,0.11,27.47%
TNCP4,182.60,14.42,2.49,3.091,0.00%,1.696,52.65,11.85,-22.30,11.88,8.72,26.08%,21.44%,1.15,16.48%,17.29%,14.42,13081500000.00,0.09,97.79%
CSAN3,14.03,14.56,1.27,0.663,3.22%,0.184,1.88,3.55,-0.44,10.23,6.95,18.65%,14.03%,1.79,6.02%,8.74%,14.56,20676800000.00,3.18,36.66%
ENGI3,15.25,14.57,2.29,1.165,1.99%,0.492,8.45,4.96,-1.07,8.26,6.69,23.48%,10.71%,1.28,11.84%,15.72%,14.57,15247500000.00,2.12,11.07%
ARZZ3,53.75,14.57,2.03,1.219,3.02%,1.042,7.41,11.50,-66.69,12.48,8.61,10.60%,8.31%,1.43,11.57%,13.92%,14.57,2940190000.00,0.37,36.17%
TNCP3,184.85,14.59,2.52,3.129,0.00%,1.717,53.30,12.00,-22.58,12.03,8.83,26.08%,21.44%,1.15,16.48%,17.29%,14.59,13081500000.00,0.09,97.79%
TUPY4,48.21,14.61,2.00,0.623,0.00%,0.647,2.03,7.71,-10.82,10.32,7.35,8.08%,4.25%,2.07,12.09%,13.71%,14.61,3471280000.00,1.22,27.50%
SLCE3,19.12,14.62,1.71,1.054,4.63%,0.550,2.85,5.87,-3.06,8.02,6.91,17.96%,7.36%,1.67,11.33%,11.73%,14.62,4943790000.00,1.01,29.06%
KSSA3,5.33,14.66,1.40,0.916,0.00%,0.406,1.72,5.62,6.73,12.30,12.30,16.31%,8.42%,1.47,7.67%,9.58%,14.66,553026000.00,1.80,40.68%
BPAN4,8.31,14.66,1.31,0.000,2.59%,0.000,0.00,0.00,0.00,0.00,0.00,0.00%,0.00%,0.00,0.00%,8.92%,14.66,8062790000.00,0.00,13.83%
VIVT4,45.34,14.72,1.09,1.416,0.00%,0.605,313.65,9.83,-2.37,11.37,4.10,14.41%,9.64%,1.01,7.08%,7.41%,14.72,68664700000.00,0.27,5.12%
ELUM4,47.90,14.79,1.99,1.251,0.00%,1.178,3.07,19.64,3.34,14.90,14.90,6.37%,8.46%,2.02,9.40%,13.47%,14.79,443231000.00,0.08,8.40%
TCOC3,38.85,14.9,1.80,2.225,0.00%,1.307,3.78,14.48,4.39,12.23,12.23,15.37%,14.93%,2.53,13.98%,12.06%,14.9,2812920000.00,0.04,16.71%
B3SA3,10.73,14.91,2.99,5.995,3.96%,1.233,6.68,11.49,-5.98,10.93,9.00,52.19%,40.22%,1.93,16.68%,20.09%,14.91,19875000000.00,0.71,7.42%
RDCD3,35.16,15.07,14.74,7.936,0.00%,0.925,21.14,13.40,22.70,14.25,14.26,59.23%,52.65%,1.05,6.97%,97.78%,15.07,1605520000.00,1.04,12.16%
BOAS3,7.95,15.22,1.83,4.929,0.00%,1.699,3.34,25.60,3.54,18.69,8.52,19.25%,32.39%,12.37,12.76%,12.04%,15.22,2298770000.00,0.00,10.99%
TMGC13,966.14,15.31,1.96,1.406,0.00%,1.353,8.18,21.56,14.45,20.23,20.23,6.52%,9.18%,1.69,8.73%,12.83%,15.31,1167010000.00,0.05,10.49%
BEMA3,10.80,15.32,1.22,1.293,0.00%,0.808,3.18,14.34,11.45,14.43,8.11,9.01%,8.44%,2.66,6.96%,7.95%,15.32,457342000.00,0.19,10.58%
ODER4,100.00,15.36,2.19,1.498,1.72%,1.216,2.40,10.58,4.37,11.97,10.48,14.16%,9.75%,3.33,13.52%,14.25%,15.36,515358000.00,0.46,14.93%
VIVT3,47.45,15.4,1.14,1.482,5.40%,0.633,328.24,10.28,-2.48,11.83,4.27,14.41%,9.64%,1.01,7.08%,7.41%,15.4,68664700000.00,0.27,5.12%
LUXM4,13.99,15.45,2.33,2.088,1.59%,1.696,-114.25,11.67,-11.27,11.45,7.40,17.90%,13.52%,0.89,15.72%,15.05%,15.45,125057000.00,0.02,6.04%
TFCO4,11.20,15.46,4.11,2.541,1.79%,2.569,5.28,12.04,7.26,12.18,11.26,21.10%,16.43%,3.00,27.02%,26.61%,15.46,434794000.00,0.24,35.42%
ESTC11,23.50,15.72,0.76,0.457,0.00%,0.252,3.26,2.99,-0.59,8.38,4.19,15.29%,2.94%,1.48,9.46%,4.82%,15.72,3197080000.00,1.62,10.00%
ILMD3,29.00,15.73,2.63,0.683,0.00%,1.395,5.70,14.13,7.53,13.13,13.13,4.84%,4.92%,1.60,12.52%,16.69%,15.73,658715000.00,0.02,0.65%
DMVF3,7.51,15.83,0.44,0.208,0.00%,0.238,5.91,17.55,-1.67,17.02,2.85,1.19%,1.32%,1.15,1.71%,2.75%,15.83,871887000.00,0.05,23.68%
SBFG3,13.35,15.84,1.25,0.464,1.30%,0.410,1.74,6.09,-2.64,10.55,5.90,7.62%,2.93%,1.84,8.12%,7.89%,15.84,2604860000.00,1.09,33.64%
CEAB3,10.29,15.9,1.03,0.458,0.00%,0.357,2.57,4.96,-1.74,5.73,2.66,9.22%,2.88%,1.45,9.82%,6.48%,15.9,3080260000.00,0.55,10.95%
CRTP5,62.10,15.98,1.71,1.748,0.00%,1.127,3.98,14.09,5.88,12.48,12.48,12.40%,10.94%,2.14,12.36%,10.68%,15.98,1210570000.00,0.12,10.11%
SBSP3,85.10,16.16,1.90,2.200,1.69%,0.894,29.64,8.87,-2.45,11.28,7.82,24.82%,13.62%,1.23,11.24%,11.73%,16.16,30680700000.00,0.72,10.17%
ILMD4,30.00,16.28,2.72,0.707,0.00%,1.443,5.89,14.62,7.79,13.62,13.62,4.84%,4.92%,1.60,12.52%,16.69%,16.28,658715000.00,0.02,0.65%
PORT3,15.62,16.33,2.80,2.751,5.12%,1.156,53.75,10.26,-2.79,13.77,9.64,26.83%,17.01%,1.14,12.30%,17.14%,16.33,2454870000.00,1.10,-3.23%
DURA4,31.39,16.35,2.22,2.182,0.00%,1.224,17.24,10.12,-10.49,11.47,11.47,21.56%,13.39%,1.27,14.38%,13.59%,16.35,1789980000.00,0.52,10.94%
FESA3,13.68,16.53,1.50,2.169,3.44%,1.181,4.32,18.71,7.34,17.03,9.31,11.59%,13.13%,3.82,7.88%,9.05%,16.53,3231320000.00,0.08,18.14%
DURA3,31.90,16.62,2.26,2.218,0.00%,1.244,17.52,10.29,-10.66,11.64,11.64,21.56%,13.39%,1.27,14.38%,13.59%,16.62,1789980000.00,0.52,10.94%
DPPI3,85.00,16.65,4.99,-1.453,0.00%,3.753,8.70,190.72,9.75,177.18,177.18,-0.76%,-5.04%,3.14,3.00%,29.97%,16.65,545227000.00,0.06,15.14%
BPAC3,15.39,16.76,3.41,0.000,2.57%,0.000,0.00,0.00,0.00,0.00,0.00,0.00%,0.00%,0.00,0.00%,20.33%,16.76,51962100000.00,0.00,51.65%
DESK3,14.99,16.78,1.35,1.677,0.28%,0.537,24.34,5.21,-1.28,7.66,4.97,32.21%,11.35%,1.14,11.91%,8.07%,16.78,1279210000.00,0.92,51.81%
IGTI3,2.70,16.81,1.34,4.855,2.09%,0.732,5.33,9.20,-3.52,12.03,9.37,52.78%,29.16%,2.26,10.05%,7.98%,16.81,4234480000.00,0.79,14.49%
FLRY3,15.43,16.96,1.63,1.183,3.77%,0.722,6.93,8.08,-2.43,11.25,6.61,14.64%,6.94%,1.68,10.28%,9.61%,16.96,5183220000.00,0.81,24.22%
VAMO3,9.24,16.98,2.09,1.665,3.45%,0.457,6.45,4.49,-0.91,8.98,6.99,37.08%,9.80%,1.34,12.45%,12.29%,16.98,4889880000.00,2.59,55.05%
WHRL3,4.41,17.1,2.96,0.571,7.72%,0.738,25.52,8.14,-12.76,7.54,6.24,7.02%,3.36%,1.04,23.08%,17.31%,17.1,2239720000.00,0.60,8.48%
TIMP3,13.46,17.13,1.43,1.903,0.00%,0.818,15.37,9.79,-3.78,9.72,3.77,19.44%,11.11%,1.34,9.67%,8.33%,17.13,22847800000.00,0.14,2.29%
IGTA3,33.13,17.22,1.54,5.580,0.00%,0.937,8.26,10.74,-6.48,12.46,9.63,51.96%,32.72%,1.85,10.95%,8.94%,17.22,3754160000.00,0.58,11.34%
BMTO4,7.57,17.27,2.07,0.000,0.00%,2.030,0.00,-2625.16,0.00,-2624.05,-1477.48,0.00%,0.00%,0.00,0.00%,12.00%,17.27,1046320000.00,0.00,0.00%
WHRL4,4.52,17.52,3.03,0.585,8.28%,0.756,26.15,8.34,-13.08,7.74,6.41,7.02%,3.36%,1.04,23.08%,17.31%,17.52,2239720000.00,0.60,8.48%
BFIT4,0.93,17.55,1.96,0.000,0.00%,0.000,0.00,0.00,0.00,0.00,0.00,0.00%,0.00%,0.00,0.00%,11.15%,17.55,1849420000.00,0.00,35.67%
GGPS3,17.25,17.66,3.68,1.042,1.84%,1.106,3.88,11.32,-6.35,12.24,9.66,9.20%,5.95%,2.19,12.27%,20.83%,17.66,3165810000.00,0.92,24.55%
EQTL3,33.63,17.67,1.81,0.951,1.33%,0.385,6.24,4.23,-0.75,8.07,6.66,22.51%,7.78%,1.36,10.50%,10.24%,17.67,21396000000.00,2.07,22.45%
AFLT3,7.20,17.73,1.74,7.573,8.09%,1.522,8.88,14.94,14.95,14.49,14.39,50.70%,42.71%,4.16,10.80%,9.80%,17.73,261489000.00,0.00,18.27%
BMGB11,33.60,17.74,1.23,0.000,0.00%,0.000,0.00,0.00,0.00,0.00,0.00,0.00%,0.00%,0.00,0.00%,6.93%,17.74,3985940000.00,0.00,-12.10%
BSLI3,10.02,17.76,1.41,0.000,1.65%,0.000,0.00,0.00,0.00,0.00,0.00,0.00%,0.00%,0.00,0.00%,7.93%,17.76,2582440000.00,0.00,5.39%
BMTO3,7.82,17.84,2.14,0.000,0.00%,2.097,0.00,-2711.85,0.00,-2710.74,-1526.30,0.00%,0.00%,0.00,0.00%,12.00%,17.84,1046320000.00,0.00,0.00%
BSLI4,10.11,17.91,1.42,0.000,1.79%,0.000,0.00,0.00,0.00,0.00,0.00,0.00%,0.00%,0.00,0.00%,7.93%,17.91,2582440000.00,0.00,5.39%
UCOP4,6.50,18.01,1.30,19.050,0.00%,0.844,5.14,22.70,-8.61,24.17,41.56,83.92%,110.51%,13.37,3.91%,7.23%,18.01,972713000.00,0.16,9.25%
CCRO3,12.78,18.23,2.01,1.342,3.31%,0.458,6.52,4.58,-0.85,8.86,6.90,29.29%,8.16%,1.47,11.84%,11.02%,18.23,12847700000.00,2.50,16.01%
MYPK3,11.58,18.29,0.47,0.122,1.86%,0.124,0.70,2.22,-0.59,7.18,4.54,5.50%,1.29%,1.54,7.98%,2.57%,18.29,3787200000.00,1.65,14.35%
BFIT3,0.98,18.49,2.06,0.000,0.00%,0.000,0.00,0.00,0.00,0.00,0.00,0.00%,0.00%,0.00,0.00%,11.15%,18.49,1849420000.00,0.00,35.67%
TMCP3,56.00,18.58,1.38,1.525,0.00%,0.937,3.85,24.25,4.74,19.68,19.68,6.29%,9.75%,2.30,5.54%,7.44%,18.58,1798930000.00,0.03,10.49%
USIM6,14.00,18.84,0.74,0.659,2.02%,0.445,1.43,126.23,4.13,128.42,14.22,0.52%,4.25%,3.55,0.45%,3.91%,18.84,23843300000.00,0.25,17.54%
SMLE3,92.82,18.88,21.91,6.635,0.00%,6.477,-124.00,16.50,-42.31,16.32,13.20,40.22%,35.14%,0.91,46.17%,116.04%,18.88,524731000.00,0.00,36.83%
CPLE5,14.00,19.3,1.71,1.955,3.43%,0.753,10.87,11.88,-2.45,14.51,10.39,16.45%,10.41%,1.39,7.40%,8.86%,19.3,24417600000.00,0.62,6.54%
TMCP4,58.20,19.31,1.44,1.585,0.00%,0.973,4.00,25.21,4.92,20.63,20.63,6.29%,9.75%,2.30,5.54%,7.44%,19.31,1798930000.00,0.03,10.49%
IGTI11,21.75,19.34,1.54,5.588,1.81%,0.843,6.14,10.59,-4.05,13.42,10.45,52.78%,29.16%,2.26,10.05%,7.98%,19.34,4234480000.00,0.79,14.49%
ARML3,10.84,19.75,2.96,2.577,3.30%,0.796,3.40,7.58,-2.41,10.68,7.74,33.99%,13.05%,2.40,16.06%,14.96%,19.75,1270840000.00,2.27,65.29%
ONCO3,7.95,19.87,1.82,0.742,0.00%,0.429,6.01,5.80,-1.08,11.84,8.67,12.78%,5.16%,1.28,8.54%,9.17%,19.87,2300490000.00,2.08,39.74%
AUTM3,19.70,20.0,1.90,0.709,0.00%,0.547,4.08,6.78,-2.42,8.22,8.99,10.47%,4.31%,1.48,11.93%,9.50%,20.0,1304250000.00,0.97,28.21%
ELET3,38.23,20.09,0.78,2.405,1.06%,0.334,5.37,8.74,-0.83,13.00,9.50,27.52%,11.78%,1.57,4.13%,3.90%,20.09,112582000000.00,0.54,6.61%
AEDU11,37.35,20.13,1.13,1.405,0.00%,0.732,5.77,13.93,-7.31,16.14,10.82,10.08%,6.98%,2.04,5.77%,5.60%,20.13,2415400000.00,0.30,20.90%
JPSA3,29.02,20.27,1.93,4.667,0.29%,0.468,2.34,12.96,-1.68,20.35,12.83,36.02%,46.31%,5.31,4.56%,9.51%,20.27,1762140000.00,1.94,1.01%
STBP3,14.26,20.33,5.55,5.237,4.65%,2.521,-175.25,13.15,-6.68,13.24,10.66,39.84%,25.76%,0.92,21.75%,27.33%,20.33,2218490000.00,0.24,27.20%
PTNT3,9.47,20.59,1.17,0.609,2.24%,0.538,1.75,13.06,8.17,16.15,8.47,4.66%,5.89%,2.50,5.58%,5.70%,20.59,387672000.00,0.66,9.50%
